,trading_date,volume,prev_settlement,limit_down,low,total_turnover,open,high,settlement,limit_up,close,open_interest,dominant_id,order_book_id,underlying_symbol
0,2022-02-07,72349.0,2574.0,2316.0,2576.0,3825815120.0,2605.0,2693.0,2644.0,2832.0,2684.0,89515.0,UR2205,UR888,UR
1,2022-02-08,55711.0,2644.0,2406.0,2684.0,3019536200.0,2708.0,2738.0,2710.0,2882.0,2700.0,91546.0,UR2205,UR888,UR
2,2022-02-09,58540.0,2710.0,2466.0,2618.0,3100278400.0,2681.0,2685.0,2648.0,2954.0,2644.0,87777.0,UR2205,UR888,UR
3,2022-02-10,53498.0,2648.0,2409.0,2663.0,2877122440.0,2663.0,2705.0,2689.0,2887.0,2689.0,88428.0,UR2205,UR888,UR
4,2022-02-11,83986.0,2689.0,2446.0,2565.0,4422702760.0,2666.0,2696.0,2633.0,2932.0,2568.0,88566.0,UR2205,UR888,UR
5,2022-02-14,90260.0,2633.0,2396.0,2505.0,4597844400.0,2600.0,2605.0,2547.0,2870.0,2512.0,89038.0,UR2205,UR888,UR
6,2022-02-15,78629.0,2547.0,2317.0,2458.0,3912579040.0,2508.0,2535.0,2488.0,2777.0,2471.0,90559.0,UR2205,UR888,UR
7,2022-02-16,49158.0,2488.0,2264.0,2466.0,2452001040.0,2480.0,2510.0,2494.0,2712.0,2503.0,86209.0,UR2205,UR888,UR
8,2022-02-17,70476.0,2494.0,2269.0,2436.0,3475876320.0,2482.0,2495.0,2466.0,2719.0,2477.0,91074.0,UR2205,UR888,UR
9,2022-02-18,86688.0,2466.0,2244.0,2462.0,4350003840.0,2506.0,2543.0,2509.0,2688.0,2476.0,88073.0,UR2205,UR888,UR
10,2022-02-21,55423.0,2509.0,2283.0,2454.0,2735679280.0,2492.0,2505.0,2468.0,2735.0,2471.0,86209.0,UR2205,UR888,UR
11,2022-02-22,102272.0,2468.0,2245.0,2405.0,5033827840.0,2504.0,2525.0,2461.0,2691.0,2408.0,101776.0,UR2205,UR888,UR
12,2022-02-23,72147.0,2461.0,2239.0,2383.0,3478928340.0,2410.0,2447.0,2411.0,2683.0,2398.0,99962.0,UR2205,UR888,UR
13,2022-02-24,83112.0,2411.0,2194.0,2376.0,4020958560.0,2409.0,2471.0,2419.0,2628.0,2443.0,97486.0,UR2205,UR888,UR
14,2022-02-25,146668.0,2419.0,2201.0,2300.0,7019530480.0,2409.0,2474.0,2393.0,2637.0,2349.0,93826.0,UR2205,UR888,UR
15,2022-02-28,80852.0,2393.0,2177.0,2405.0,3952045760.0,2405.0,2473.0,2444.0,2609.0,2464.0,85936.0,UR2205,UR888,UR
16,2022-03-01,83082.0,2444.0,2224.0,2418.0,4114220640.0,2461.0,2510.0,2476.0,2664.0,2467.0,79529.0,UR2205,UR888,UR
17,2022-03-02,90202.0,2476.0,2253.0,2511.0,4600302000.0,2519.0,2595.0,2550.0,2699.0,2580.0,77672.0,UR2205,UR888,UR
18,2022-03-03,80757.0,2550.0,2320.0,2596.0,4270430160.0,2600.0,2693.0,2644.0,2780.0,2687.0,81586.0,UR2205,UR888,UR
19,2022-03-04,82093.0,2644.0,2406.0,2614.0,4357496440.0,2679.0,2682.0,2654.0,2882.0,2658.0,81052.0,UR2205,UR888,UR
20,2022-03-07,87041.0,2654.0,2415.0,2740.0,4842961240.0,2780.0,2860.0,2782.0,2893.0,2757.0,86868.0,UR2205,UR888,UR
21,2022-03-08,74053.0,2782.0,2531.0,2719.0,4093649840.0,2770.0,2814.0,2764.0,3033.0,2783.0,77038.0,UR2205,UR888,UR
22,2022-03-09,62625.0,2764.0,2515.0,2705.0,3456900000.0,2800.0,2838.0,2760.0,3013.0,2746.0,76051.0,UR2205,UR888,UR
23,2022-03-10,70407.0,2760.0,2511.0,2594.0,3799161720.0,2620.0,2780.0,2698.0,3009.0,2777.0,81494.0,UR2205,UR888,UR
24,2022-03-11,88773.0,2698.0,2455.0,2689.0,4868311320.0,2765.0,2787.0,2742.0,2941.0,2770.0,87157.0,UR2205,UR888,UR
25,2022-03-14,80024.0,2742.0,2495.0,2715.0,4412523360.0,2770.0,2805.0,2757.0,2989.0,2786.0,88573.0,UR2205,UR888,UR
26,2022-03-15,96190.0,2757.0,2508.0,2717.0,5303916600.0,2740.0,2792.0,2757.0,3006.0,2745.0,93156.0,UR2205,UR888,UR
27,2022-03-16,121502.0,2757.0,2508.0,2651.0,6575688240.0,2767.0,2784.0,2706.0,3006.0,2715.0,83211.0,UR2205,UR888,UR
28,2022-03-17,49791.0,2706.0,2462.0,2678.0,2690705640.0,2715.0,2733.0,2702.0,2950.0,2718.0,80530.0,UR2205,UR888,UR
29,2022-03-18,50451.0,2702.0,2458.0,2749.0,2803057560.0,2753.0,2802.0,2778.0,2946.0,2800.0,86670.0,UR2205,UR888,UR
30,2022-03-21,117386.0,2778.0,2527.0,2845.0,6838908360.0,2845.0,2976.0,2913.0,3029.0,2923.0,97212.0,UR2205,UR888,UR
31,2022-03-22,73439.0,2913.0,2650.0,2858.0,4252118100.0,2900.0,2941.0,2895.0,3176.0,2880.0,91614.0,UR2205,UR888,UR
32,2022-03-23,59296.0,2895.0,2634.0,2805.0,3379872000.0,2855.0,2888.0,2850.0,3156.0,2814.0,86507.0,UR2205,UR888,UR
33,2022-03-24,54769.0,2850.0,2593.0,2796.0,3107593060.0,2850.0,2869.0,2837.0,3107.0,2819.0,86860.0,UR2205,UR888,UR
34,2022-03-25,58183.0,2837.0,2581.0,2760.0,3247775060.0,2811.0,2829.0,2791.0,3093.0,2766.0,82964.0,UR2205,UR888,UR
