,trading_date,volume,prev_settlement,limit_down,low,total_turnover,open,high,settlement,limit_up,close,open_interest,dominant_id,order_book_id,underlying_symbol
0,2022-02-07,243247.0,8952.0,8056.0,9052.0,11250173750.0,9100.0,9398.0,9250.0,9848.0,9336.0,112751.0,SF2205,SF888,SF
1,2022-02-08,263323.0,9250.0,8324.0,9200.0,12281384720.0,9448.0,9496.0,9328.0,10176.0,9336.0,117549.0,SF2205,SF888,SF
2,2022-02-09,183045.0,9328.0,8394.0,9072.0,8370647850.0,9270.0,9270.0,9146.0,10262.0,9090.0,112243.0,SF2205,SF888,SF
3,2022-02-10,189643.0,9146.0,8230.0,9156.0,8789953050.0,9160.0,9348.0,9270.0,10062.0,9258.0,123204.0,SF2205,SF888,SF
4,2022-02-11,251782.0,9270.0,8342.0,8978.0,11599596740.0,9330.0,9414.0,9214.0,10198.0,8988.0,112906.0,SF2205,SF888,SF
5,2022-02-14,171486.0,9214.0,8292.0,8850.0,7752882060.0,8948.0,9146.0,9042.0,10136.0,8990.0,112500.0,SF2205,SF888,SF
6,2022-02-15,189087.0,9042.0,8136.0,8828.0,8414371500.0,8890.0,8994.0,8900.0,9948.0,8920.0,109249.0,SF2205,SF888,SF
7,2022-02-16,220966.0,8900.0,8010.0,8940.0,10047324020.0,8940.0,9200.0,9094.0,9790.0,9148.0,112580.0,SF2205,SF888,SF
8,2022-02-17,207354.0,9094.0,8184.0,9028.0,9457415940.0,9034.0,9192.0,9122.0,10004.0,9136.0,112099.0,SF2205,SF888,SF
9,2022-02-18,283299.0,9122.0,8208.0,9210.0,13315053000.0,9210.0,9628.0,9400.0,10036.0,9544.0,136474.0,SF2205,SF888,SF
10,2022-02-21,288144.0,9400.0,8460.0,9342.0,13643618400.0,9574.0,9620.0,9470.0,10340.0,9518.0,133493.0,SF2205,SF888,SF
11,2022-02-22,271591.0,9470.0,8522.0,9260.0,12835390660.0,9560.0,9644.0,9452.0,10418.0,9274.0,129546.0,SF2205,SF888,SF
12,2022-02-23,225820.0,9452.0,8506.0,9170.0,10498371800.0,9290.0,9398.0,9298.0,10398.0,9372.0,127930.0,SF2205,SF888,SF
13,2022-02-24,221560.0,9298.0,8368.0,9222.0,10320264800.0,9388.0,9422.0,9316.0,10228.0,9322.0,120783.0,SF2205,SF888,SF
14,2022-02-25,385977.0,9316.0,8384.0,8700.0,17496337410.0,9220.0,9378.0,9066.0,10248.0,8780.0,114590.0,SF2205,SF888,SF
15,2022-02-28,200025.0,9066.0,8158.0,8828.0,8983122750.0,8874.0,9094.0,8982.0,9974.0,9020.0,106616.0,SF2205,SF888,SF
16,2022-03-01,249145.0,8982.0,8082.0,9028.0,11512990450.0,9028.0,9350.0,9242.0,9882.0,9318.0,104141.0,SF2205,SF888,SF
17,2022-03-02,225010.0,9242.0,8316.0,9250.0,10550718900.0,9404.0,9494.0,9378.0,10168.0,9354.0,100569.0,SF2205,SF888,SF
18,2022-03-03,241848.0,9378.0,8440.0,9310.0,11371692960.0,9370.0,9500.0,9404.0,10316.0,9354.0,106359.0,SF2205,SF888,SF
19,2022-03-04,274408.0,9404.0,8462.0,9058.0,12598071280.0,9354.0,9366.0,9182.0,10346.0,9204.0,104147.0,SF2205,SF888,SF
20,2022-03-07,478141.0,9182.0,8262.0,9410.0,23132461580.0,9550.0,10050.0,9676.0,10102.0,9884.0,114782.0,SF2205,SF888,SF
21,2022-03-08,593408.0,9676.0,8708.0,9736.0,30222269440.0,9800.0,10450.0,10186.0,10644.0,10060.0,119532.0,SF2205,SF888,SF
22,2022-03-09,352033.0,10186.0,9166.0,9804.0,17700219240.0,10170.0,10300.0,10056.0,11206.0,9912.0,115129.0,SF2205,SF888,SF
23,2022-03-10,211758.0,10056.0,9050.0,9500.0,10382494740.0,9550.0,10018.0,9806.0,11062.0,9914.0,133129.0,SF2205,SF888,SF
24,2022-03-11,228396.0,9806.0,8824.0,9810.0,11383256640.0,9900.0,10154.0,9968.0,10788.0,10016.0,131094.0,SF2205,SF888,SF
25,2022-03-14,191800.0,9968.0,8970.0,9670.0,9398200000.0,9880.0,9934.0,9800.0,10966.0,9714.0,129989.0,SF2205,SF888,SF
26,2022-03-15,228557.0,9800.0,8820.0,9270.0,10774176980.0,9712.0,9748.0,9428.0,10780.0,9320.0,127302.0,SF2205,SF888,SF
27,2022-03-16,178636.0,9428.0,8484.0,9338.0,8461987320.0,9458.0,9596.0,9474.0,10372.0,9452.0,125791.0,SF2205,SF888,SF
28,2022-03-17,150516.0,9474.0,8526.0,9260.0,7060705560.0,9452.0,9532.0,9382.0,10422.0,9334.0,129556.0,SF2205,SF888,SF
29,2022-03-18,149505.0,9382.0,8442.0,9304.0,7031220150.0,9402.0,9498.0,9406.0,10322.0,9338.0,130343.0,SF2205,SF888,SF
30,2022-03-21,152382.0,9406.0,8464.0,9156.0,7044619860.0,9390.0,9404.0,9246.0,10348.0,9170.0,139194.0,SF2205,SF888,SF
31,2022-03-22,185697.0,9246.0,8320.0,9150.0,8659051110.0,9256.0,9488.0,9326.0,10172.0,9354.0,128382.0,SF2205,SF888,SF
32,2022-03-23,96263.0,9326.0,8392.0,9284.0,4496444730.0,9300.0,9396.0,9342.0,10260.0,9338.0,117796.0,SF2205,SF888,SF
33,2022-03-24,125445.0,9342.0,8406.0,9324.0,5912222850.0,9498.0,9568.0,9426.0,10278.0,9342.0,119953.0,SF2205,SF888,SF
34,2022-03-25,177536.0,9426.0,8482.0,9322.0,8516401920.0,9342.0,9780.0,9594.0,10370.0,9740.0,113652.0,SF2205,SF888,SF
