,品种/合约,日期,名次,会员简称,成交量（手）,增减量,会员简称,持买仓量,增减量,会员简称,持卖仓量,增减量
980,MA209,2022-03-17,17,国泰君安,3661,-1026,方正中期,2900,-13,中辉期货,3612,-336
981,MA209,2022-03-17,18,东海期货,3413,737,东证期货,2839,-1633,国信期货,3480,501
982,MA209,2022-03-17,19,新湖期货,3358,-1465,国联期货,2680,-16,华闻期货,3428,-2398
983,MA209,2022-03-17,20,申银万国,3035,2169,中辉期货,2623,-248,海通期货,3384,1480
984,MA210,2022-03-17,1,创元期货,3500,3495,国投安信期货,3506,0,国投安信期货,3501,0
985,MA210,2022-03-17,2,中信建投,2000,998,广发期货,1828,-1,广发期货,1769,4
986,MA210,2022-03-17,3,宏源期货,61,12,创元期货,1750,1750,创元期货,1755,1750
987,MA210,2022-03-17,4,平安期货,33,-51,中辉期货,1617,-4,中辉期货,1622,0
988,MA210,2022-03-17,5,格林大华期货,25,0,国元期货,1600,0,国元期货,1600,0
989,MA210,2022-03-17,6,东吴期货,24,-1008,光大期货,1511,3,光大期货,1508,0
990,MA210,2022-03-17,7,长安期货,23,12,美尔雅,1506,0,美尔雅,1507,0
991,MA210,2022-03-17,8,海通期货,20,15,华闻期货,1500,0,华闻期货,1500,0
992,MA210,2022-03-17,9,东航期货,17,15,冠通期货,1140,0,冠通期货,1140,0
993,MA210,2022-03-17,10,物产中大,13,7,东航期货,1036,0,东航期货,1049,15
994,MA210,2022-03-17,11,华泰期货,10,5,中财期货,1000,0,鲁证期货,1002,-1
995,MA210,2022-03-17,12,华鑫期货,10,0,鲁证期货,1000,0,中财期货,1000,0
996,MA210,2022-03-17,13,方正中期,6,6,中信建投,1000,1000,中信建投,1000,1000
997,MA210,2022-03-17,14,申银万国,5,3,渤海期货,850,0,渤海期货,865,-1
998,MA210,2022-03-17,15,东证期货,5,5,上海东亚,846,0,上海东亚,846,0
999,MA210,2022-03-17,16,广发期货,5,-3499,东吴期货,502,0,东吴期货,514,0
1000,MA210,2022-03-17,17,广州期货,5,-6,金瑞期货,250,0,金瑞期货,250,0
1001,MA210,2022-03-17,18,中州期货,4,1,国盛期货,200,0,国盛期货,200,0
1002,MA210,2022-03-17,19,前海期货,4,4,平安期货,51,-1,平安期货,60,10
1003,MA210,2022-03-17,20,中辉期货,4,4,国金期货,36,1,华泰期货,51,0
1004,MA211,2022-03-17,1,广发期货,6000,-1500,广发期货,6750,3000,广发期货,6754,3000
1005,MA211,2022-03-17,2,国泰君安,8,-1,国投安信期货,4001,0,国投安信期货,4001,0
1006,MA211,2022-03-17,3,华泰期货,4,4,华安期货,3415,0,华安期货,3413,0
1007,MA211,2022-03-17,4,申银万国,4,3,东航期货,3081,0,东航期货,3084,0
1008,MA211,2022-03-17,5,中辉期货,4,4,先锋期货,2502,1,先锋期货,2500,0
1009,MA211,2022-03-17,6,华闻期货,4,2,建信期货,1500,0,建信期货,1500,0
1010,MA211,2022-03-17,7,徽商期货,3,2,山西三立,1275,0,山西三立,1275,0
1011,MA211,2022-03-17,8,华龙期货,3,1,中财期货,1000,0,中财期货,1000,0
1012,MA211,2022-03-17,9,国海良时,3,3,招金期货,700,0,招金期货,700,0
1013,MA211,2022-03-17,10,宝城期货,2,2,上海中期,650,0,上海中期,650,0
1014,MA211,2022-03-17,11,中银国际,2,2,九州期货,551,0,九州期货,551,1
1015,MA211,2022-03-17,12,华安期货,2,1,华闻期货,500,0,华闻期货,500,0
1016,MA211,2022-03-17,13,长江期货,1,1,中辉期货,233,0,中辉期货,235,-4
1017,MA211,2022-03-17,14,九州期货,1,1,国盛期货,200,0,国盛期货,200,0
1018,MA211,2022-03-17,15,五矿期货,1,1,国泰君安,44,-8,平安期货,50,-1
1019,MA211,2022-03-17,16,东吴期货,1,-4,招商期货,16,0,华泰期货,14,0
1020,MA211,2022-03-17,17,永安期货,1,1,银河期货,12,0,国泰君安,10,0
1021,MA211,2022-03-17,18,先锋期货,1,-1,广州期货,11,0,西南期货,7,0
1022,MA211,2022-03-17,19,平安期货,1,-13,申银万国,5,2,瑞达期货,6,0
1023,MA211,2022-03-17,20,-,-,-,五矿期货,5,-1,浙商期货,5,0
1024,MA212,2022-03-17,1,徽商期货,8,2,国投安信期货,4001,0,国投安信期货,4001,0
1025,MA212,2022-03-17,2,华闻期货,7,-2,华安期货,3832,0,华安期货,3835,0
1026,MA212,2022-03-17,3,上海大陆,5,2,冠通期货,3650,0,冠通期货,3650,0
1027,MA212,2022-03-17,4,申银万国,4,-1,银河期货,2997,0,银河期货,3007,0
1028,MA212,2022-03-17,5,光大期货,4,4,东吴期货,2503,1,东吴期货,2501,-1
1029,MA212,2022-03-17,6,华泰期货,3,3,财信期货,1500,0,财信期货,1500,0
1030,MA212,2022-03-17,7,方正中期,3,3,建信期货,1000,0,建信期货,1001,0
1031,MA212,2022-03-17,8,国金期货,3,1,申银万国,998,0,申银万国,998,0
1032,MA212,2022-03-17,9,永安期货,3,3,先锋期货,600,0,先锋期货,603,1
1033,MA212,2022-03-17,10,新纪元期货,2,1,国盛期货,300,0,国盛期货,300,0
1034,MA212,2022-03-17,11,山西三立,2,2,国泰君安,17,-1,国富期货,21,0
1035,MA212,2022-03-17,12,东吴期货,2,-11,首创期货,17,0,广州期货,12,0
1036,MA212,2022-03-17,13,财信期货,2,2,西南期货,15,0,广发期货,9,0
1037,MA212,2022-03-17,14,宝城期货,1,-9,永安期货,8,0,徽商期货,8,2
1038,MA212,2022-03-17,15,华创期货,1,1,平安期货,8,0,创元期货,8,0
1039,MA212,2022-03-17,16,五矿期货,1,1,国金期货,6,1,五矿期货,5,-1
1040,MA212,2022-03-17,17,国泰君安,1,-5,中信建投,5,0,光大期货,4,-1
1041,MA212,2022-03-17,18,先锋期货,1,1,东方财富,5,0,国泰君安,4,0
1042,MA212,2022-03-17,19,恒银期货,1,-1,广发期货,4,0,招商期货,3,0
1043,MA212,2022-03-17,20,广州期货,1,1,广州期货,4,-1,方正中期,3,3
1044,MA301,2022-03-17,1,中信建投,2008,-5,徽商期货,5075,3,徽商期货,5052,1
1045,MA301,2022-03-17,2,浙商期货,105,-7,东航期货,2455,3,东航期货,2459,3
1046,MA301,2022-03-17,3,华闻期货,92,-2,东吴期货,2081,49,东吴期货,2003,0
1047,MA301,2022-03-17,4,首创期货,86,72,海证期货,1878,0,海证期货,1899,0
1048,MA301,2022-03-17,5,东吴期货,81,74,财信期货,1501,1,财信期货,1500,0
1049,MA301,2022-03-17,6,建信期货,75,62,山西三立,1425,0,山西三立,1425,0
1050,MA301,2022-03-17,7,国信期货,64,-20,上海中期,1151,0,上海中期,1190,4
1051,MA301,2022-03-17,8,方正中期,64,38,中信建投,1016,1005,中信建投,1070,1003
1052,MA301,2022-03-17,9,海通期货,55,35,华安期货,947,0,华安期货,1016,4
1053,MA301,2022-03-17,10,华鑫期货,51,3,建信期货,801,1,建信期货,858,54
1054,MA301,2022-03-17,11,宏源期货,51,-15,永安期货,705,1,江西瑞奇,709,0
1055,MA301,2022-03-17,12,国泰君安,45,-18,江西瑞奇,701,0,华闻期货,511,-4
1056,MA301,2022-03-17,13,大地期货,36,-15,华闻期货,506,-14,第一创业,400,0
1057,MA301,2022-03-17,14,华安期货,36,-38,华泰期货,461,1,信达期货,379,-19
1058,MA301,2022-03-17,15,银河期货,33,-27,信达期货,445,-3,国泰君安,357,-28
1059,MA301,2022-03-17,16,信达期货,32,-5,第一创业,400,0,华鑫期货,315,1
1060,MA301,2022-03-17,17,国海良时,30,23,华鑫期货,337,50,浙商期货,273,99
1061,MA301,2022-03-17,18,华融期货,28,28,安粮期货,104,0,光大期货,122,6
1062,MA301,2022-03-17,19,弘业期货,27,-2,宏源期货,93,4,兴证期货,97,-1
1063,MA301,2022-03-17,20,徽商期货,22,-28,国泰君安,64,-1,方正中期,87,-10
1064,MA302,2022-03-17,1,天风期货,4000,4000,南华期货,5900,0,南华期货,5900,0
1065,MA302,2022-03-17,2,盛达期货,200,200,国投安信期货,4001,0,国投安信期货,4002,0
1066,MA302,2022-03-17,3,徽商期货,2,-1,东吴期货,2500,0,东吴期货,2501,1
1067,MA302,2022-03-17,4,光大期货,2,1,天风期货,2000,2000,天风期货,2000,2000
1068,MA302,2022-03-17,5,上海大陆,1,0,冠通期货,1950,0,冠通期货,1950,0
1069,MA302,2022-03-17,6,申银万国,1,-1,中粮期货,1500,0,中粮期货,1500,0
1070,MA302,2022-03-17,7,东证期货,1,0,长江期货,1100,0,长江期货,1100,0
1071,MA302,2022-03-17,8,瑞达期货,1,1,盛达期货,300,100,盛达期货,300,100
1072,MA302,2022-03-17,9,长安期货,1,1,云晨期货,270,0,云晨期货,270,0
1073,MA302,2022-03-17,10,中信建投,1,0,先锋期货,100,0,先锋期货,100,0
1074,MA302,2022-03-17,11,东吴期货,1,-1,瑞达期货,8,1,徽商期货,13,2
1075,MA302,2022-03-17,12,中辉期货,1,1,中信建投,6,1,东证期货,5,0
1076,MA302,2022-03-17,13,广州期货,1,-1,银河期货,5,0,广发期货,2,0
1077,MA302,2022-03-17,14,财信期货,1,0,渤海期货,3,0,东方财富,2,0
1078,MA302,2022-03-17,15,东方财富,1,0,光大期货,2,2,平安期货,2,0
1079,MA302,2022-03-17,16,平安期货,1,0,国泰君安,2,0,弘业期货,1,0
1080,MA302,2022-03-17,17,-,-,-,广州期货,2,-1,申银万国,1,1
1081,MA302,2022-03-17,18,-,-,-,第一创业,1,0,银河期货,1,0
1082,MA302,2022-03-17,19,-,-,-,长安期货,1,1,光大期货,1,0
1083,MA302,2022-03-17,20,-,-,-,华安期货,1,0,五矿期货,1,0
1084,OI205,2022-03-17,1,华闻期货,45809,9677,中信期货,10917,-231,中粮期货,8773,-381
1085,OI205,2022-03-17,2,海通期货,41839,5192,一德期货,10564,1187,信达期货,8450,36
1086,OI205,2022-03-17,3,东证期货,41385,8948,华泰期货,8729,-497,先锋期货,8423,-6
1087,OI205,2022-03-17,4,中信期货,25506,3503,宏源期货,7440,91,国投安信期货,7379,-613
1088,OI205,2022-03-17,5,光大期货,22959,3936,东证期货,7386,-679,东证期货,6893,728
1089,OI205,2022-03-17,6,银河期货,20749,6182,中粮期货,6949,1408,兴证期货,6237,375
1090,OI205,2022-03-17,7,华西期货,18231,1869,中信建投,5006,-679,中信期货,4584,-307
1091,OI205,2022-03-17,8,徽商期货,15639,4191,国泰君安,3828,-406,光大期货,4422,161
1092,OI205,2022-03-17,9,兴证期货,13343,2160,银河期货,3637,324,中信建投,3701,-1669
1093,OI205,2022-03-17,10,中辉期货,9925,3718,海通期货,3200,-526,瑞达期货,3521,-1347
1094,OI205,2022-03-17,11,中信建投,8946,3068,瑞达期货,3097,-405,国泰君安,3148,-60
1095,OI205,2022-03-17,12,华泰期货,8775,3197,永安期货,2986,-50,海通期货,2871,313
1096,OI205,2022-03-17,13,东吴期货,8637,4634,首创期货,2596,-98,华泰期货,2834,1758
1097,OI205,2022-03-17,14,华安期货,8296,3002,光大期货,2580,182,银河期货,2623,573
1098,OI205,2022-03-17,15,国泰君安,8204,1670,国投安信期货,2247,331,浙商期货,2055,20
1099,OI205,2022-03-17,16,国信期货,8168,-161,金鹏期货,2002,-2,南华期货,1829,499
1100,OI205,2022-03-17,17,新湖期货,7787,1813,申银万国,1849,63,美尔雅,1747,1122
1101,OI205,2022-03-17,18,东方财富,7761,2168,浙商期货,1522,46,一德期货,1640,-49
1102,OI205,2022-03-17,19,渤海期货,6522,2784,招商期货,1498,-100,安粮期货,1615,-61
1103,OI205,2022-03-17,20,南华期货,6414,2516,中金期货,1455,-70,华闻期货,1534,635
1104,OI207,2022-03-17,1,锦泰期货,6821,2129,国元期货,2957,-3,国元期货,3018,35
1105,OI207,2022-03-17,2,国信期货,3083,779,中信期货,2362,-13,银河期货,2683,0
1106,OI207,2022-03-17,3,中粮期货,2513,993,浙商期货,2203,3,中信期货,2491,114
1107,OI207,2022-03-17,4,银河期货,2398,-107,永安期货,1553,-98,浙商期货,2107,-23
1108,OI207,2022-03-17,5,光大期货,2099,981,银河期货,1323,0,永安期货,1539,-105
1109,OI207,2022-03-17,6,华闻期货,1719,224,东证期货,1260,57,方正中期,1261,0
1110,OI207,2022-03-17,7,中信期货,1483,181,方正中期,1253,-11,国信期货,1218,-8
1111,OI207,2022-03-17,8,浙商期货,1450,187,国信期货,1232,5,东证期货,1213,-1
1112,OI207,2022-03-17,9,国元期货,1106,368,华闻期货,1153,0,华闻期货,1151,-3
1113,OI207,2022-03-17,10,方正中期,1007,319,中粮期货,1137,7,中辉期货,1063,-3
1114,OI207,2022-03-17,11,中信建投,995,-742,中辉期货,1045,1,中粮期货,969,-10
1115,OI207,2022-03-17,12,国贸期货,891,574,国盛期货,1000,0,大有期货,891,50
1116,OI207,2022-03-17,13,海通期货,889,304,国投安信期货,950,186,格林大华期货,761,-4
1117,OI207,2022-03-17,14,格林大华期货,872,290,大有期货,893,52,华融融达期货,750,0
1118,OI207,2022-03-17,15,国泰君安,703,82,华融融达期货,800,0,创元期货,715,7
1119,OI207,2022-03-17,16,广发期货,680,664,格林大华期货,760,0,五矿期货,673,81
1120,OI207,2022-03-17,17,大有期货,608,246,创元期货,702,-2,东吴期货,641,11
1121,OI207,2022-03-17,18,东证期货,560,-1848,五矿期货,696,88,华泰期货,631,52
1122,OI207,2022-03-17,19,永安期货,505,257,东吴期货,629,3,国投安信期货,605,-1
1123,OI207,2022-03-17,20,渤海期货,464,88,福能期货,592,2,民生期货,583,9
1124,OI209,2022-03-17,1,银河期货,11274,2118,中信期货,4683,-40,中信期货,4645,141
1125,OI209,2022-03-17,2,中信期货,9979,1217,国投安信期货,4007,97,宏源期货,4284,315
1126,OI209,2022-03-17,3,光大期货,9071,1445,银河期货,3848,55,安粮期货,2816,-7
1127,OI209,2022-03-17,4,东证期货,6130,1747,中信建投,2935,2181,中粮期货,2660,49
1128,OI209,2022-03-17,5,中信建投,5997,4610,安粮期货,2859,96,中信建投,2406,2142
1129,OI209,2022-03-17,6,华西期货,5929,1927,建信期货,2811,4,海通期货,1856,15
1130,OI209,2022-03-17,7,国信期货,5376,-635,国泰君安,2285,-171,建信期货,1742,14
1131,OI209,2022-03-17,8,华闻期货,4895,777,海通期货,2112,-15,东吴期货,1539,55
1132,OI209,2022-03-17,9,徽商期货,4324,895,东吴期货,1541,-19,广发期货,1166,-2
1133,OI209,2022-03-17,10,锦泰期货,4105,1169,长安期货,1288,10,浙商期货,1122,306
1134,OI209,2022-03-17,11,广发期货,3362,2057,申银万国,1142,24,摩根大通,1092,-40
1135,OI209,2022-03-17,12,宏源期货,2566,346,广发期货,954,328,平安期货,938,29
1136,OI209,2022-03-17,13,华安期货,2179,976,摩根大通,920,110,国泰君安,913,5
1137,OI209,2022-03-17,14,中粮期货,2109,1409,西部期货,778,-91,国海良时,887,26
1138,OI209,2022-03-17,15,南华期货,2055,539,东证期货,723,91,中国国际,826,-1
1139,OI209,2022-03-17,16,安粮期货,2051,654,新湖期货,716,6,新湖期货,793,15
1140,OI209,2022-03-17,17,兴证期货,1928,512,五矿期货,682,270,鲁证期货,783,-11
1141,OI209,2022-03-17,18,海通期货,1872,687,平安期货,678,6,五矿期货,783,-240
1142,OI209,2022-03-17,19,浙商期货,1467,1073,国盛期货,619,50,东证期货,752,345
1143,OI209,2022-03-17,20,方正中期,1463,741,渤海期货,612,1,国贸期货,730,24
1144,OI211,2022-03-17,1,中信建投,2040,2033,中信期货,1882,100,中信期货,2054,122
1145,OI211,2022-03-17,2,华闻期货,1770,470,弘业期货,1692,0,弘业期货,1692,0
1146,OI211,2022-03-17,3,格林大华期货,606,66,国元期货,1641,10,国元期货,1640,1
1147,OI211,2022-03-17,4,广发期货,600,600,浙商期货,1151,1,中粮期货,1398,-1
1148,OI211,2022-03-17,5,中粮期货,511,449,中信建投,1000,1000,浙商期货,1152,0
1149,OI211,2022-03-17,6,方正中期,510,286,方正中期,917,-101,中信建投,1002,1000
1150,OI211,2022-03-17,7,光大期货,432,63,银河期货,829,2,方正中期,907,-109
1151,OI211,2022-03-17,8,大有期货,412,-6,永安期货,767,12,永安期货,770,16
1152,OI211,2022-03-17,9,天风期货,410,410,天风期货,765,205,天风期货,765,205
1153,OI211,2022-03-17,10,美尔雅,400,400,申银万国,760,-1,申银万国,751,0
1154,OI211,2022-03-17,11,国元期货,337,77,华融融达期货,750,0,华融融达期货,750,0
1155,OI211,2022-03-17,12,鲁证期货,240,240,南华期货,714,0,渤海期货,699,0
1156,OI211,2022-03-17,13,东吴期货,239,133,渤海期货,699,0,南华期货,604,0
1157,OI211,2022-03-17,14,中信期货,230,131,国盛期货,586,38,摩根大通,570,0
1158,OI211,2022-03-17,15,国泰君安,221,34,中粮期货,560,6,安粮期货,510,0
1159,OI211,2022-03-17,16,徽商期货,162,-6,安粮期货,510,0,五矿期货,476,6
1160,OI211,2022-03-17,17,五矿期货,152,73,五矿期货,476,6,格林大华期货,410,0
1161,OI211,2022-03-17,18,浙商期货,131,51,格林大华期货,410,0,广发期货,401,300
1162,OI211,2022-03-17,19,国盛期货,78,-4,广发期货,400,300,建信期货,300,0
1163,OI211,2022-03-17,20,创元期货,62,19,建信期货,300,0,美尔雅,200,200
1164,PF204,2022-03-17,1,光大期货,1002,1002,光大期货,500,-501,光大期货,501,-501
1165,PF204,2022-03-17,2,永安期货,450,446,先锋期货,460,0,先锋期货,460,0
1166,PF204,2022-03-17,3,瑞达期货,438,436,瑞达期货,264,264,东海期货,284,-11
1167,PF204,2022-03-17,4,安粮期货,102,102,永安期货,174,-450,申银万国,154,0
1168,PF204,2022-03-17,5,天风期货,20,20,中辉期货,126,0,中辉期货,126,0
1169,PF204,2022-03-17,6,东海期货,11,11,渤海期货,108,0,渤海期货,108,0
1170,PF204,2022-03-17,7,徽商期货,5,4,中信建投,101,0,中信建投,101,0
1171,PF204,2022-03-17,8,中信期货,2,2,东证期货,29,2,浙商期货,41,0
1172,PF204,2022-03-17,9,美尔雅,2,2,中信期货,18,2,中信期货,17,0
1173,PF204,2022-03-17,10,东证期货,2,2,银河期货,14,-1,金瑞期货,15,0
1174,PF204,2022-03-17,11,东吴期货,2,2,上海大陆,10,0,中财期货,1,0
1175,PF204,2022-03-17,12,银河期货,1,-2,招商期货,6,0,国元期货,1,0
1176,PF204,2022-03-17,13,西南期货,1,0,华泰期货,1,0,东证期货,1,0
1177,PF204,2022-03-17,14,-,-,-,国信期货,1,0,国海良时,1,0
1178,PF204,2022-03-17,15,-,-,-,-,-,-,华安期货,1,0
1179,PF205,2022-03-17,1,中信期货,62554,-11614,弘业期货,7757,-34,宝城期货,10011,17
1180,PF205,2022-03-17,2,东证期货,19651,-1092,永安期货,6263,489,永安期货,8999,-415
1181,PF205,2022-03-17,3,中信建投,13034,1559,中信期货,5539,-218,国泰君安,8111,-374
1182,PF205,2022-03-17,4,华西期货,8681,673,华泰期货,5052,-192,中信期货,7909,432
1183,PF205,2022-03-17,5,国信期货,8036,-1154,国泰君安,4513,45,国贸期货,7539,-14
1184,PF205,2022-03-17,6,华泰期货,7873,-1360,上海中期,4030,28,广发期货,4444,-65
1185,PF205,2022-03-17,7,国泰君安,7461,410,国投安信期货,4021,-11,银河期货,3946,625
1186,PF205,2022-03-17,8,新湖期货,7283,-798,国贸期货,3997,137,中投天琪,3875,259
1187,PF205,2022-03-17,9,银河期货,6585,458,大地期货,3875,126,瑞达期货,2570,-447
1188,PF205,2022-03-17,10,徽商期货,6495,-1381,新湖期货,3198,-117,鲁证期货,2493,-78
1189,PF205,2022-03-17,11,永安期货,5760,-772,东证期货,2866,-546,平安期货,2367,178
1190,PF205,2022-03-17,12,兴证期货,5678,609,中信建投,2614,-172,中信建投,2123,-52
1191,PF205,2022-03-17,13,华安期货,5117,-987,鲁证期货,2424,68,弘业期货,1972,-649
1192,PF205,2022-03-17,14,广发期货,5074,-649,浙商期货,2274,165,浙商期货,1774,27
1193,PF205,2022-03-17,15,华闻期货,4065,-459,兴证期货,1672,-171,华泰期货,1680,-91
1194,PF205,2022-03-17,16,方正中期,3990,187,方正中期,1556,-34,新湖期货,1523,-22
1195,PF205,2022-03-17,17,东吴期货,3553,-773,南华期货,1545,79,东证期货,1484,-1391
1196,PF205,2022-03-17,18,光大期货,3340,-440,国金期货,1540,20,国投安信期货,1429,130
1197,PF205,2022-03-17,19,国投安信期货,3267,-2554,徽商期货,1482,101,南华期货,1292,27
1198,PF205,2022-03-17,20,鲁证期货,3014,10,海通期货,1412,-22,宏源期货,1176,157
1199,PF206,2022-03-17,1,中信期货,12532,3451,恒泰期货,8940,98,恒泰期货,8942,99
1200,PF206,2022-03-17,2,长江期货,8376,1158,方正中期,8355,0,方正中期,8429,52
1201,PF206,2022-03-17,3,中粮期货,1828,596,永安期货,7824,-56,永安期货,7741,18
1202,PF206,2022-03-17,4,方正中期,1824,432,物产中大,7114,217,物产中大,7160,267
1203,PF206,2022-03-17,5,恒泰期货,1673,449,银河期货,5206,5,银河期货,5275,3
1204,PF206,2022-03-17,6,格林大华期货,1579,328,格林大华期货,5080,0,格林大华期货,5103,1
1205,PF206,2022-03-17,7,五矿期货,1292,346,瑞达期货,4970,28,瑞达期货,5053,-2
1206,PF206,2022-03-17,8,招商期货,1224,340,兴证期货,4511,-245,兴证期货,4508,-247
1207,PF206,2022-03-17,9,永安期货,1208,338,招商期货,4112,79,招商期货,3990,-7
1208,PF206,2022-03-17,10,东吴期货,1206,527,长江期货,3229,515,长江期货,3228,517
1209,PF206,2022-03-17,11,华金期货,1145,46,五矿期货,3009,-157,五矿期货,3009,-157
1210,PF206,2022-03-17,12,瑞达期货,1080,375,国信期货,2800,0,国信期货,2802,0
1211,PF206,2022-03-17,13,光大期货,1014,277,中粮期货,2439,-14,中粮期货,2438,-8
1212,PF206,2022-03-17,14,物产中大,850,233,中信建投,1504,-2,中信建投,1506,1
1213,PF206,2022-03-17,15,兴证期货,772,274,华泰期货,1103,60,华泰期货,1114,13
1214,PF206,2022-03-17,16,东证期货,626,-60,东证期货,1065,15,东证期货,1072,47
1215,PF206,2022-03-17,17,新湖期货,455,355,光大期货,1012,-13,光大期货,1011,-27
1216,PF206,2022-03-17,18,金瑞期货,432,121,中信期货,862,40,宝城期货,803,0
1217,PF206,2022-03-17,19,广发期货,291,234,宝城期货,800,0,广发期货,801,2
1218,PF206,2022-03-17,20,金鹏期货,284,-81,广发期货,798,1,华安期货,722,47
1219,PF207,2022-03-17,1,长江期货,8364,840,兴证期货,5150,188,兴证期货,5128,188
1220,PF207,2022-03-17,2,中信期货,5488,-120,招商期货,3998,14,瑞达期货,4292,318
1221,PF207,2022-03-17,3,五矿期货,1548,442,瑞达期货,3616,331,招商期货,3994,3
1222,PF207,2022-03-17,4,格林大华期货,1488,353,恒泰期货,3518,197,恒泰期货,3508,197
1223,PF207,2022-03-17,5,中粮期货,1224,6,物产中大,3307,-4,物产中大,3306,-4
1224,PF207,2022-03-17,6,恒泰期货,1186,44,永安期货,3013,181,永安期货,3017,179
1225,PF207,2022-03-17,7,方正中期,1182,62,长江期货,2710,485,长江期货,2710,485
1226,PF207,2022-03-17,8,东吴期货,1093,558,格林大华期货,2510,0,格林大华期货,2510,0
1227,PF207,2022-03-17,9,永安期货,1028,113,中粮期货,2009,1,中粮期货,2007,1
1228,PF207,2022-03-17,10,华闻期货,974,42,五矿期货,1854,0,五矿期货,1939,60
1229,PF207,2022-03-17,11,招商期货,939,161,方正中期,1503,129,方正中期,1503,129
1230,PF207,2022-03-17,12,光大期货,825,108,华泰期货,602,-2,华泰期货,640,1
1231,PF207,2022-03-17,13,华金期货,779,-251,中国国际,350,0,中国国际,350,0
1232,PF207,2022-03-17,14,东证期货,689,-23,华金期货,341,-42,光大期货,315,-12
1233,PF207,2022-03-17,15,物产中大,682,180,华联期货,338,0,中衍期货,310,0
1234,PF207,2022-03-17,16,瑞达期货,649,-108,中衍期货,313,-1,华金期货,290,-5
1235,PF207,2022-03-17,17,兴证期货,524,-106,光大期货,310,-25,东吴期货,252,-1
1236,PF207,2022-03-17,18,徽商期货,179,-213,东吴期货,280,28,国投安信期货,250,0
1237,PF207,2022-03-17,19,中原期货,100,100,国投安信期货,255,1,广发期货,250,0
1238,PF207,2022-03-17,20,广发期货,90,86,广发期货,254,0,英大期货,170,0
1239,PF208,2022-03-17,1,华金期货,562,63,五矿期货,1852,37,五矿期货,1852,37
1240,PF208,2022-03-17,2,格林大华期货,528,-294,恒泰期货,1785,36,恒泰期货,1795,36
1241,PF208,2022-03-17,3,东吴期货,385,-80,招商期货,1487,-4,招商期货,1491,0
1242,PF208,2022-03-17,4,招商期货,300,-28,物产中大,1476,62,物产中大,1476,62
1243,PF208,2022-03-17,5,方正中期,204,-102,兴证期货,1123,0,兴证期货,1123,0
1244,PF208,2022-03-17,6,恒泰期货,176,-190,方正中期,1051,1,方正中期,1051,1
1245,PF208,2022-03-17,7,长江期货,174,-298,格林大华期货,1010,0,格林大华期货,1010,0
1246,PF208,2022-03-17,8,华闻期货,165,45,永安期货,956,13,永安期货,946,13
1247,PF208,2022-03-17,9,五矿期货,160,-218,长江期货,808,0,长江期货,808,0
1248,PF208,2022-03-17,10,中粮期货,158,-206,中粮期货,755,-1,中粮期货,757,-1
1249,PF208,2022-03-17,11,物产中大,124,-66,国投安信期货,700,0,国投安信期货,700,0
1250,PF208,2022-03-17,12,中信期货,95,-73,渤海期货,375,0,渤海期货,369,0
1251,PF208,2022-03-17,13,平安期货,87,-234,国元期货,350,0,华金期货,366,-11
1252,PF208,2022-03-17,14,徽商期货,53,-215,广发期货,350,0,国元期货,350,0
1253,PF208,2022-03-17,15,兴证期货,52,-40,华金期货,315,-45,广发期货,350,0
1254,PF208,2022-03-17,16,西南期货,44,-110,冠通期货,260,0,冠通期货,260,0
1255,PF208,2022-03-17,17,永安期货,26,-187,西南期货,119,40,西南期货,103,4
1256,PF208,2022-03-17,18,瑞达期货,20,-55,鲁证期货,90,0,鲁证期货,90,0
1257,PF208,2022-03-17,19,华泰期货,7,-16,平安期货,51,-21,浙商期货,44,0
1258,PF208,2022-03-17,20,宏源期货,7,-41,宏源期货,39,6,宏源期货,20,-1
1259,PF209,2022-03-17,1,华金期货,871,253,中投天琪,1600,0,永安期货,1891,0
1260,PF209,2022-03-17,2,国泰君安,805,507,建信期货,1388,-16,国贸期货,1121,-34
1261,PF209,2022-03-17,3,东吴期货,437,-183,国泰君安,1333,565,建信期货,960,0
1262,PF209,2022-03-17,4,华联期货,416,-23,中信期货,1212,-47,浙商期货,907,99
1263,PF209,2022-03-17,5,新湖期货,290,260,华安期货,1057,-39,华安期货,872,0
1264,PF209,2022-03-17,6,东海期货,251,249,国贸期货,768,89,中辉期货,801,0
1265,PF209,2022-03-17,7,瑞达期货,231,116,永安期货,557,0,瑞达期货,762,202
1266,PF209,2022-03-17,8,中衍期货,225,-87,金元期货,538,2,金元期货,536,0
1267,PF209,2022-03-17,9,华闻期货,206,-150,中信建投,461,5,中信建投,427,0
1268,PF209,2022-03-17,10,恒力期货,201,132,物产中大,362,2,银河期货,349,0
1269,PF209,2022-03-17,11,光大期货,179,8,中辉期货,270,21,天风期货,250,2
1270,PF209,2022-03-17,12,国贸期货,171,22,新湖期货,269,19,东海期货,246,48
1271,PF209,2022-03-17,13,建信期货,164,-71,华联期货,239,-414,弘业期货,243,0
1272,PF209,2022-03-17,14,浙商期货,160,-176,银河期货,219,-93,国泰君安,231,-112
1273,PF209,2022-03-17,15,中信期货,157,-154,弘业期货,203,-51,方正中期,226,-10
1274,PF209,2022-03-17,16,徽商期货,150,23,东证期货,123,12,东吴期货,209,-54
1275,PF209,2022-03-17,17,宏源期货,139,-161,西南期货,121,21,中州期货,200,0
