,品种/合约,日期,名次,会员简称,成交量（手）,增减量,会员简称,持买仓量,增减量,会员简称,持卖仓量,增减量
8974,SM202,2021-12-07,1,中信期货,4242,-373,国贸期货,2413,2,国贸期货,2400,0
8975,SM202,2021-12-07,2,弘业期货,1164,166,中信期货,1573,-185,申银万国,1535,-4
8976,SM202,2021-12-07,3,格林大华期货,862,116,申银万国,1507,-8,东证期货,1479,-2
8977,SM202,2021-12-07,4,五矿期货,741,34,东证期货,1262,-3,华闻期货,1231,-129
8978,SM202,2021-12-07,5,东吴期货,539,310,华闻期货,1233,-119,国信期货,1044,89
8979,SM202,2021-12-07,6,国信期货,490,241,银河期货,1005,0,方正中期,1004,-1
8980,SM202,2021-12-07,7,光大期货,481,-209,方正中期,1002,-1,弘业期货,992,7
8981,SM202,2021-12-07,8,浙商期货,386,91,平安期货,903,30,平安期货,850,0
8982,SM202,2021-12-07,9,江西瑞奇,382,-20,五矿期货,806,-63,国泰君安,838,4
8983,SM202,2021-12-07,10,锦泰期货,342,-262,海证期货,687,46,五矿期货,807,-64
8984,SM202,2021-12-07,11,华闻期货,280,131,国信期货,675,1,国海良时,753,-4
8985,SM202,2021-12-07,12,永安期货,268,-3,安粮期货,651,0,安粮期货,651,0
8986,SM202,2021-12-07,13,中粮期货,236,-486,创元期货,602,0,先锋期货,604,-1
8987,SM202,2021-12-07,14,长江期货,200,196,建信期货,600,0,创元期货,600,0
8988,SM202,2021-12-07,15,申银万国,178,-316,弘业期货,551,5,建信期货,600,0
8989,SM202,2021-12-07,16,东兴期货,143,-209,中辉期货,550,34,中辉期货,566,-1
8990,SM202,2021-12-07,17,国富期货,142,103,徽商期货,517,6,徽商期货,503,0
8991,SM202,2021-12-07,18,西南期货,100,-145,国海良时,454,0,美尔雅,450,0
8992,SM202,2021-12-07,19,中辉期货,77,58,美尔雅,450,0,格林大华期货,419,-4
8993,SM202,2021-12-07,20,海证期货,53,-19,格林大华期货,423,4,锦泰期货,410,3
8994,SM203,2021-12-07,1,中信期货,2051,-881,弘业期货,3010,7,弘业期货,3019,7
8995,SM203,2021-12-07,2,弘业期货,636,393,华闻期货,2030,-121,华闻期货,2032,-119
8996,SM203,2021-12-07,3,五矿期货,508,-153,兴证期货,1800,0,兴证期货,1801,0
8997,SM203,2021-12-07,4,浙商期货,438,250,中信期货,1373,2,五矿期货,1053,80
8998,SM203,2021-12-07,5,东兴期货,378,15,五矿期货,1059,84,广发期货,750,0
8999,SM203,2021-12-07,6,格林大华期货,365,-164,广发期货,751,0,国海良时,750,0
9000,SM203,2021-12-07,7,申银万国,319,-20,徽商期货,613,33,徽商期货,594,-27
9001,SM203,2021-12-07,8,华闻期货,298,221,鲁证期货,590,0,鲁证期货,590,-1
9002,SM203,2021-12-07,9,国信期货,224,21,中辉期货,514,0,银河期货,537,0
9003,SM203,2021-12-07,10,江西瑞奇,163,-117,国海良时,452,-1,中辉期货,516,0
9004,SM203,2021-12-07,11,永安期货,160,-42,格林大华期货,427,-13,申银万国,444,-4
9005,SM203,2021-12-07,12,长江期货,154,153,申银万国,424,1,永安期货,423,-11
9006,SM203,2021-12-07,13,国泰君安,135,34,永安期货,422,-11,格林大华期货,408,-12
9007,SM203,2021-12-07,14,西南期货,115,-383,西南期货,405,-31,东海期货,400,0
9008,SM203,2021-12-07,15,锦泰期货,114,-370,东海期货,401,0,民生期货,375,0
9009,SM203,2021-12-07,16,海通期货,78,-28,民生期货,375,0,国信期货,372,7
9010,SM203,2021-12-07,17,光大期货,73,15,国信期货,373,3,建信期货,350,0
9011,SM203,2021-12-07,18,中粮期货,68,-404,建信期货,350,0,中信期货,349,-105
9012,SM203,2021-12-07,19,徽商期货,60,-139,华融融达期货,300,0,东兴期货,300,0
9013,SM203,2021-12-07,20,银河期货,55,-501,上海大陆,290,0,华融融达期货,300,0
9014,SM205,2021-12-07,1,中信期货,7436,-1666,中信期货,3420,-26,银河期货,3773,553
9015,SM205,2021-12-07,2,国泰君安,1943,209,中财期货,2583,519,中信期货,3310,114
9016,SM205,2021-12-07,3,银河期货,1901,15,五矿期货,2253,74,国泰君安,2107,984
9017,SM205,2021-12-07,4,光大期货,1546,70,国海良时,1267,331,国信期货,1651,161
9018,SM205,2021-12-07,5,中航期货,1525,344,中信建投,1198,12,中信建投,1429,-8
9019,SM205,2021-12-07,6,华闻期货,1499,-256,东吴期货,1180,-55,中辉期货,1355,-1
9020,SM205,2021-12-07,7,国海良时,1322,-151,广发期货,1093,440,东兴期货,1345,-141
9021,SM205,2021-12-07,8,东证期货,1297,330,银河期货,1025,268,东吴期货,1138,-33
9022,SM205,2021-12-07,9,华泰期货,1013,177,国泰君安,924,273,国投安信期货,998,151
9023,SM205,2021-12-07,10,中财期货,818,124,浙商期货,779,333,先锋期货,825,0
9024,SM205,2021-12-07,11,国信期货,816,-654,中辉期货,748,77,华联期货,735,296
9025,SM205,2021-12-07,12,国投安信期货,761,-157,一德期货,621,57,五矿期货,600,85
9026,SM205,2021-12-07,13,宏源期货,652,-122,中航期货,607,-299,一德期货,555,248
9027,SM205,2021-12-07,14,浙商期货,635,25,东证期货,547,84,兴业期货,518,6
9028,SM205,2021-12-07,15,徽商期货,627,148,兴业期货,545,5,永安期货,499,120
9029,SM205,2021-12-07,16,方正中期,622,-269,华泰期货,409,-38,海证期货,484,54
9030,SM205,2021-12-07,17,五矿期货,621,-337,国信期货,386,75,大有期货,471,2
9031,SM205,2021-12-07,18,新湖期货,570,85,先锋期货,372,187,华泰期货,378,-103
9032,SM205,2021-12-07,19,广发期货,509,259,上海中期,366,33,东海期货,330,0
9033,SM205,2021-12-07,20,华安期货,470,90,新湖期货,344,227,西部期货,313,135
9034,SR201,2021-12-07,1,东证期货,48450,-28702,中粮期货,16252,-38,中粮期货,28003,-884
9035,SR201,2021-12-07,2,中信期货,46677,-34091,光大期货,8934,-72,中信期货,9017,-787
9036,SR201,2021-12-07,3,海通期货,30373,-13019,国泰君安,7778,-940,国泰君安,7787,-823
9037,SR201,2021-12-07,4,华金期货,15021,-9258,新湖期货,7050,-42,华金期货,7732,-1284
9038,SR201,2021-12-07,5,东吴期货,13342,323,华泰期货,6223,-884,东证期货,7421,188
9039,SR201,2021-12-07,6,华闻期货,12353,-2963,中信期货,6120,-3412,一德期货,7377,-93
9040,SR201,2021-12-07,7,光大期货,12101,-9372,华金期货,5163,-1077,东兴期货,7042,158
9041,SR201,2021-12-07,8,新湖期货,10952,-5293,东证期货,4609,-1510,英大期货,6063,-482
9042,SR201,2021-12-07,9,华泰期货,10048,-6457,方正中期,4516,140,西部期货,5717,-5
9043,SR201,2021-12-07,10,银河期货,9572,-4747,瑞达期货,4415,84,中投天琪,5133,-411
9044,SR201,2021-12-07,11,国泰君安,7583,-2760,永安期货,3422,-68,国投安信期货,4891,196
9045,SR201,2021-12-07,12,华西期货,5282,-1907,平安期货,3420,-80,华泰期货,4702,-2
9046,SR201,2021-12-07,13,兴证期货,4499,-2523,东吴期货,2977,1489,瑞达期货,4041,-256
9047,SR201,2021-12-07,14,东方财富,3929,-2809,银河期货,2836,-246,银河期货,3667,-686
9048,SR201,2021-12-07,15,宏源期货,3483,-5081,申银万国,2672,-111,永安期货,3603,-375
9049,SR201,2021-12-07,16,中粮期货,3228,-4589,海通期货,2341,-17,光大期货,3505,-129
9050,SR201,2021-12-07,17,国信期货,3182,-3699,招商期货,2340,27,首创期货,3285,-78
9051,SR201,2021-12-07,18,美尔雅,3117,-1785,华融融达期货,2303,-7,宏源期货,3127,-1220
9052,SR201,2021-12-07,19,中辉期货,2808,-1683,中投天琪,2294,-397,兴证期货,3036,-470
9053,SR201,2021-12-07,20,华安期货,2635,-1550,浙商期货,2178,-71,招商期货,2049,-194
9054,SR203,2021-12-07,1,东证期货,14585,-2713,东证期货,4431,11,东证期货,4518,18
9055,SR203,2021-12-07,2,海通期货,11652,-2952,中信期货,3307,138,中信期货,4176,22
9056,SR203,2021-12-07,3,中粮期货,7914,2859,华融融达期货,2363,0,华融融达期货,2350,-4
9057,SR203,2021-12-07,4,华闻期货,7234,-2327,弘业期货,2253,-2,华安期货,2291,500
9058,SR203,2021-12-07,5,华金期货,6823,-6687,华安期货,2245,502,弘业期货,2209,-15
9059,SR203,2021-12-07,6,银河期货,6020,-3788,大地期货,1755,1,大地期货,1643,0
9060,SR203,2021-12-07,7,南华期货,5282,-865,五矿期货,1644,-168,中粮期货,1610,300
9061,SR203,2021-12-07,8,方正中期,4999,-139,广发期货,1637,108,五矿期货,1598,-170
9062,SR203,2021-12-07,9,申银万国,4749,1082,申银万国,1627,41,上海大陆,1568,0
9063,SR203,2021-12-07,10,国海良时,4689,-187,上海大陆,1578,0,广发期货,1431,-1
9064,SR203,2021-12-07,11,永安期货,3941,-616,海通期货,1377,399,国贸期货,1356,2
9065,SR203,2021-12-07,12,华泰期货,3649,723,国贸期货,1333,1,申银万国,1335,20
9066,SR203,2021-12-07,13,浙商期货,3257,-1427,方正中期,1293,607,海通期货,1334,389
9067,SR203,2021-12-07,14,中信建投,3103,-1624,华闻期货,1138,57,华闻期货,1138,55
9068,SR203,2021-12-07,15,招商期货,2964,-1573,宝城期货,1025,1,方正中期,1008,438
9069,SR203,2021-12-07,16,华安期货,2344,1409,招商期货,1006,-7,宝城期货,1002,0
9070,SR203,2021-12-07,17,五矿期货,2074,-730,中州期货,1000,200,中州期货,1002,200
9071,SR203,2021-12-07,18,东吴期货,1002,302,格林大华期货,950,0,招商期货,996,13
9072,SR203,2021-12-07,19,广发期货,973,765,中信建投,921,37,格林大华期货,953,0
9073,SR203,2021-12-07,20,国泰君安,839,-122,先锋期货,835,0,先锋期货,839,0
9074,SR205,2021-12-07,1,中信期货,37847,-13801,华泰期货,34430,-978,中粮期货,67128,2096
9075,SR205,2021-12-07,2,东证期货,34944,-9243,中信期货,22781,3231,中信期货,26335,1920
9076,SR205,2021-12-07,3,海通期货,21804,-1471,中粮期货,16772,498,中投天琪,17466,676
9077,SR205,2021-12-07,4,华泰期货,17936,-1984,光大期货,15360,-1422,华金期货,12834,-486
9078,SR205,2021-12-07,5,华金期货,17646,-5291,东证期货,11399,4438,宏源期货,11760,965
9079,SR205,2021-12-07,6,光大期货,15207,-3386,宏源期货,7879,-477,国泰君安,11736,1095
9080,SR205,2021-12-07,7,东吴期货,14634,2095,国泰君安,7104,963,华泰期货,11000,1006
9081,SR205,2021-12-07,8,银河期货,11454,-3865,中州期货,6815,-48,永安期货,10851,857
9082,SR205,2021-12-07,9,华闻期货,11317,3667,海通期货,6272,-180,国投安信期货,9287,758
9083,SR205,2021-12-07,10,中粮期货,9768,630,中信建投,6108,319,银河期货,9129,736
9084,SR205,2021-12-07,11,新湖期货,9384,871,山金期货,5760,63,华融融达期货,5962,-171
9085,SR205,2021-12-07,12,国泰君安,7242,852,创元期货,5620,474,东吴期货,5161,1752
9086,SR205,2021-12-07,13,宏源期货,6578,-2185,东吴期货,5428,0,东证期货,4826,708
9087,SR205,2021-12-07,14,南华期货,5049,-749,一德期货,5275,-7,光大期货,4636,157
9088,SR205,2021-12-07,15,国信期货,4422,-3175,银河期货,5185,826,兴证期货,4254,519
9089,SR205,2021-12-07,16,华安期货,4356,1062,东兴期货,5001,156,招商期货,3792,980
9090,SR205,2021-12-07,17,永安期货,4022,-1184,国投安信期货,4813,701,五矿期货,3733,440
9091,SR205,2021-12-07,18,海证期货,3937,-1369,大地期货,4752,756,海证期货,3693,248
9092,SR205,2021-12-07,19,华联期货,3914,2513,方正中期,4720,266,浙商期货,3546,168
9093,SR205,2021-12-07,20,国贸期货,3567,1049,英大期货,4123,-108,国信期货,3535,150
9094,SR209,2021-12-07,1,中粮期货,1812,589,一德期货,3762,0,新湖期货,6324,87
9095,SR209,2021-12-07,2,国信期货,713,-610,华泰期货,3484,477,中粮期货,4423,-365
9096,SR209,2021-12-07,3,财信期货,665,-10,西部期货,2702,0,华金期货,2192,100
9097,SR209,2021-12-07,4,华泰期货,645,39,东吴期货,1788,28,东吴期货,1828,14
9098,SR209,2021-12-07,5,东吴期货,544,30,中信建投,1207,-1,宏源期货,1473,249
9099,SR209,2021-12-07,6,华金期货,508,318,方正中期,1180,-3,英大期货,1445,0
9100,SR209,2021-12-07,7,国泰君安,392,196,中粮期货,1079,1,中信建投,1158,-30
9101,SR209,2021-12-07,8,宏源期货,302,-77,东证期货,788,0,一德期货,535,14
9102,SR209,2021-12-07,9,中信建投,259,-102,广州期货,783,201,中投天琪,450,20
9103,SR209,2021-12-07,10,宝城期货,217,30,国泰君安,596,137,迈科期货,386,80
9104,SR209,2021-12-07,11,广州期货,202,-506,英大期货,527,0,财信期货,322,128
9105,SR209,2021-12-07,12,大有期货,198,4,光大期货,429,20,东兴期货,304,44
9106,SR209,2021-12-07,13,信达期货,196,36,中信期货,361,4,弘业期货,300,60
9107,SR209,2021-12-07,14,弘业期货,178,137,永安期货,326,-7,国信期货,295,-30
9108,SR209,2021-12-07,15,冠通期货,139,12,中州期货,313,5,东航期货,223,3
9109,SR209,2021-12-07,16,浙商期货,126,107,西南期货,300,0,国泰君安,164,83
9110,SR209,2021-12-07,17,海通期货,108,-55,浙商期货,299,-4,五矿期货,152,-11
9111,SR209,2021-12-07,18,中航期货,102,102,弘业期货,275,10,中信期货,147,2
9112,SR209,2021-12-07,19,华闻期货,101,55,平安期货,220,-10,国联期货,141,0
9113,SR209,2021-12-07,20,迈科期货,91,81,海通期货,216,101,宝城期货,138,35
9114,TA112,2021-12-07,1,永安期货,2686,2213,中银国际,10000,0,首创期货,6916,0
9115,TA112,2021-12-07,2,国投安信期货,651,651,首创期货,6400,-600,中财期货,3453,-288
9116,TA112,2021-12-07,3,首创期货,600,600,瑞达期货,3494,180,瑞达期货,3003,33
9117,TA112,2021-12-07,4,中财期货,482,482,永安期货,1255,-1828,南华期货,2679,-400
9118,TA112,2021-12-07,5,鲁证期货,400,100,新湖期货,685,-300,西南期货,2002,0
9119,TA112,2021-12-07,6,南华期货,400,200,国投安信期货,650,650,渤海期货,1760,0
9120,TA112,2021-12-07,7,中银国际,300,300,鲁证期货,200,0,浙商期货,1204,0
9121,TA112,2021-12-07,8,新湖期货,300,271,光大期货,200,0,国联期货,915,15
9122,TA112,2021-12-07,9,瑞达期货,213,-65,中财期货,100,100,东证期货,374,5
9123,TA112,2021-12-07,10,银河期货,198,195,国泰君安,39,0,新湖期货,265,0
9124,TA112,2021-12-07,11,天风期货,100,50,弘业期货,1,0,银河期货,187,-198
9125,TA112,2021-12-07,12,国联期货,15,5,东海期货,1,0,天风期货,150,100
9126,TA112,2021-12-07,13,东证期货,5,-7,-,-,-,锦泰期货,114,0
9127,TA112,2021-12-07,14,-,-,-,-,-,-,国投安信期货,3,1
9128,TA201,2021-12-07,1,东证期货,286803,51304,东吴期货,36953,-8234,中信期货,60754,-9878
9129,TA201,2021-12-07,2,光大期货,211101,33855,永安期货,33221,-6912,东证期货,53001,-395
9130,TA201,2021-12-07,3,中信期货,205005,10299,中信期货,32313,-251,国泰君安,50494,-8437
9131,TA201,2021-12-07,4,国泰君安,182921,-8081,国泰君安,31918,-11866,银河期货,32231,-6178
9132,TA201,2021-12-07,5,海通期货,162893,-31861,新湖期货,29200,-4867,海通期货,22545,-2455
9133,TA201,2021-12-07,6,银河期货,130498,64940,银河期货,29115,-14912,乾坤期货,21387,-8457
9134,TA201,2021-12-07,7,华泰期货,118477,43271,建信期货,22819,-1128,新湖期货,17669,-789
9135,TA201,2021-12-07,8,东吴期货,87457,34703,东证期货,18557,-3990,中投天琪,17555,-3451
9136,TA201,2021-12-07,9,东海期货,71071,10435,弘业期货,18116,-921,中银国际,17311,-4590
9137,TA201,2021-12-07,10,中辉期货,45493,-37437,中粮期货,18051,-964,华泰期货,16499,-7795
9138,TA201,2021-12-07,11,国富期货,44193,10533,信达期货,17487,-3208,宏源期货,15438,-2187
9139,TA201,2021-12-07,12,华安期货,38487,-1322,国贸期货,17475,-251,永安期货,15151,-4781
9140,TA201,2021-12-07,13,新湖期货,36684,-13791,中辉期货,17176,957,申银万国,13162,-4865
9141,TA201,2021-12-07,14,华西期货,35232,11944,华泰期货,15370,3934,兴业期货,12260,-887
9142,TA201,2021-12-07,15,永安期货,34017,14722,海通期货,15356,-1144,国贸期货,11290,-1639
9143,TA201,2021-12-07,16,方正中期,33502,12610,光大期货,13252,-4434,中财期货,10960,2071
9144,TA201,2021-12-07,17,国信期货,33208,10885,华闻期货,13217,5791,天风期货,10533,-1962
9145,TA201,2021-12-07,18,徽商期货,31996,10406,福能期货,12779,-161,光大期货,10212,-795
9146,TA201,2021-12-07,19,瑞达期货,31974,19279,中财期货,11798,-1295,兴证期货,10054,1647
9147,TA201,2021-12-07,20,申银万国,29191,456,兴业期货,11133,-281,东海期货,9724,244
9148,TA202,2021-12-07,1,东证期货,23303,12846,国泰君安,27155,-173,中信期货,30712,-1097
9149,TA202,2021-12-07,2,国信期货,16555,3645,申银万国,23808,244,申银万国,23546,75
9150,TA202,2021-12-07,3,银河期货,12758,-350,华西期货,22643,63,华西期货,22624,46
9151,TA202,2021-12-07,4,海通期货,12518,-1357,东证期货,16089,-149,国泰君安,20072,-152
9152,TA202,2021-12-07,5,招商期货,9146,106,华泰期货,15239,-1030,东证期货,15634,-136
9153,TA202,2021-12-07,6,光大期货,7894,-4740,信达期货,12742,-1005,信达期货,12738,-990
9154,TA202,2021-12-07,7,方正中期,7126,1839,徽商期货,12039,-62,华泰期货,12477,10
9155,TA202,2021-12-07,8,华闻期货,6204,265,东吴期货,11305,101,瑞达期货,12355,330
9156,TA202,2021-12-07,9,大地期货,6050,1256,中信期货,11217,-1118,徽商期货,12006,0
9157,TA202,2021-12-07,10,申银万国,5997,72,弘业期货,9567,192,东吴期货,10836,0
9158,TA202,2021-12-07,11,南华期货,5794,53,兴证期货,9042,3,弘业期货,8481,69
9159,TA202,2021-12-07,12,中信期货,5517,514,创元期货,8208,22,创元期货,8048,19
9160,TA202,2021-12-07,13,华泰期货,4812,834,平安期货,8178,-1005,鲁证期货,6868,0
9161,TA202,2021-12-07,14,国海良时,4769,371,鲁证期货,7970,39,中财期货,6300,-11
9162,TA202,2021-12-07,15,冠通期货,4066,1541,中财期货,6397,0,兴证期货,6200,0
9163,TA202,2021-12-07,16,华安期货,3504,-760,永安期货,6377,-41,平安期货,5500,-1
9164,TA202,2021-12-07,17,华西期货,3263,587,兴业期货,5055,-42,兴业期货,5012,-324
9165,TA202,2021-12-07,18,东吴期货,3017,-759,国海良时,4775,1,国海良时,4775,-184
9166,TA202,2021-12-07,19,五矿期货,2724,256,中州期货,4742,0,中州期货,4690,0
9167,TA202,2021-12-07,20,宝城期货,2396,2396,国投安信期货,4691,-455,长江期货,4646,-180
9168,TA203,2021-12-07,1,东证期货,26672,17390,国泰君安,29252,2,中信期货,36935,66
9169,TA203,2021-12-07,2,海通期货,24955,1971,浙商期货,26863,-1069,国泰君安,27888,575
9170,TA203,2021-12-07,3,中辉期货,22249,17667,方正中期,22287,5231,浙商期货,25567,-38
9171,TA203,2021-12-07,4,国信期货,20213,-536,中粮期货,19885,-1,方正中期,22482,5156
9172,TA203,2021-12-07,5,光大期货,18248,8384,中信期货,16809,-256,华泰期货,14540,-852
9173,TA203,2021-12-07,6,方正中期,16317,8028,瑞达期货,14582,72,宝城期货,14000,0
9174,TA203,2021-12-07,7,国泰君安,15741,-4557,弘业期货,13993,46,信达期货,13486,-6
9175,TA203,2021-12-07,8,中信期货,12178,1746,信达期货,13556,7,建信期货,12721,0
9176,TA203,2021-12-07,9,新湖期货,11312,7088,申银万国,13331,272,申银万国,11718,477
9177,TA203,2021-12-07,10,申银万国,10831,4426,国元期货,11650,4,永安期货,10545,-2234
9178,TA203,2021-12-07,11,华泰期货,10528,6915,东吴期货,11446,64,瑞达期货,10025,14
9179,TA203,2021-12-07,12,招商期货,9832,646,华安期货,11428,-468,中银国际,10008,-141
9180,TA203,2021-12-07,13,冠通期货,8555,5963,华泰期货,11260,16,华安期货,9834,-14
9181,TA203,2021-12-07,14,南华期货,7464,319,大越期货,8908,-170,东吴期货,9815,26
9182,TA203,2021-12-07,15,大地期货,7408,1846,华联期货,8508,-118,大越期货,8989,-151
9183,TA203,2021-12-07,16,东吴期货,6954,1313,新湖期货,7652,-409,弘业期货,8699,-109
9184,TA203,2021-12-07,17,永安期货,6576,-890,华闻期货,7136,-147,华联期货,8500,0
9185,TA203,2021-12-07,18,国海良时,6473,1258,广州期货,7023,-11,华闻期货,7149,29
9186,TA203,2021-12-07,19,五矿期货,4607,1075,国海良时,5751,-899,新湖期货,6988,-15
9187,TA203,2021-12-07,20,华西期货,4295,672,国贸期货,5593,-50,国海良时,6216,60
9188,TA204,2021-12-07,1,冠通期货,3143,-47,国投安信期货,8002,0,国投安信期货,8000,0
9189,TA204,2021-12-07,2,国信期货,1783,-152,中信期货,6034,-1,中信期货,6084,18
9190,TA204,2021-12-07,3,永安期货,1481,754,中辉期货,5155,0,中辉期货,5157,0
9191,TA204,2021-12-07,4,国海良时,1480,530,兴业期货,4073,0,兴业期货,4019,-14
9192,TA204,2021-12-07,5,申银万国,901,-262,华泰期货,2003,20,永安期货,2360,1176
9193,TA204,2021-12-07,6,国泰君安,834,44,国联期货,750,0,华泰期货,1958,-1
9194,TA204,2021-12-07,7,大地期货,634,70,国泰君安,555,-556,国联期货,750,0
9195,TA204,2021-12-07,8,创元期货,541,522,兴证期货,500,-262,申银万国,214,190
9196,TA204,2021-12-07,9,华西期货,524,189,国信期货,482,137,冠通期货,205,-495
9197,TA204,2021-12-07,10,招商期货,522,-8,金石期货,233,0,中原期货,150,-300
9198,TA204,2021-12-07,11,东证期货,435,-361,东航期货,229,-13,东航期货,129,-16
9199,TA204,2021-12-07,12,方正中期,332,-775,申银万国,226,197,金石期货,125,0
9200,TA204,2021-12-07,13,华安期货,319,-94,永安期货,220,11,国泰君安,115,-142
9201,TA204,2021-12-07,14,中原期货,300,300,冠通期货,200,100,招商期货,88,-28
9202,TA204,2021-12-07,15,光大期货,283,233,国海良时,144,140,和合期货,60,0
9203,TA204,2021-12-07,16,兴证期货,262,24,宏源期货,123,22,国信期货,56,34
9204,TA204,2021-12-07,17,华闻期货,216,-238,长安期货,118,-6,光大期货,41,-16
9205,TA204,2021-12-07,18,南华期货,206,-362,海通期货,85,-3,宏源期货,38,-2
9206,TA204,2021-12-07,19,五矿期货,184,-14,国富期货,61,-2,方正中期,37,2
9207,TA204,2021-12-07,20,中信期货,141,-217,和合期货,60,0,恒泰期货,30,0
9208,TA205,2021-12-07,1,东证期货,135961,18383,东海期货,41072,-4902,银河期货,92343,-9278
9209,TA205,2021-12-07,2,光大期货,127348,59775,光大期货,35699,-5811,国泰君安,61303,-1786
9210,TA205,2021-12-07,3,银河期货,101001,62816,中粮期货,33525,1162,中信期货,54372,1787
9211,TA205,2021-12-07,4,国泰君安,94702,26381,五矿期货,29896,-1596,永安期货,40893,-4006
9212,TA205,2021-12-07,5,华泰期货,84673,9927,建信期货,24439,-32,海通期货,31919,1441
9213,TA205,2021-12-07,6,东海期货,76206,19428,新湖期货,23608,-16,东海期货,29653,-5564
9214,TA205,2021-12-07,7,中信期货,67568,-4319,南华期货,22440,-2951,新湖期货,21157,740
9215,TA205,2021-12-07,8,新湖期货,35682,-2543,华安期货,21933,-168,摩根大通,21137,5970
9216,TA205,2021-12-07,9,国信期货,32176,2659,中信期货,21213,-1129,国投安信期货,19022,3871
9217,TA205,2021-12-07,10,海通期货,29820,-1498,国泰君安,19581,702,东吴期货,18134,852
9218,TA205,2021-12-07,11,华西期货,26017,10846,国贸期货,19253,373,乾坤期货,16570,2953
9219,TA205,2021-12-07,12,徽商期货,24107,-859,中信建投,18390,477,中财期货,15975,-2455
9220,TA205,2021-12-07,13,永安期货,22341,-2966,瑞达期货,16839,109,中信建投,14213,-158
9221,TA205,2021-12-07,14,华安期货,21630,-9811,东证期货,16190,740,瑞达期货,14191,1138
9222,TA205,2021-12-07,15,华闻期货,19213,2917,华泰期货,14745,-1225,华泰期货,13346,1878
9223,TA205,2021-12-07,16,东吴期货,16774,-8766,永安期货,14574,4225,国贸期货,12892,47
9224,TA205,2021-12-07,17,先锋期货,14983,7473,中财期货,14238,-101,中投天琪,11563,-926
9225,TA205,2021-12-07,18,方正中期,14940,1800,申银万国,13639,-740,广州期货,11247,-5128
9226,TA205,2021-12-07,19,南华期货,13948,3651,招商期货,12531,19,申银万国,11060,-70
9227,TA205,2021-12-07,20,创元期货,13600,6922,银河期货,12315,3579,广发期货,10994,-63
9228,TA207,2021-12-07,1,国海良时,58,57,上海中期,8000,0,上海中期,8000,0
9229,TA207,2021-12-07,2,天风期货,19,-23,国投安信期货,4021,0,中信期货,4041,0
9230,TA207,2021-12-07,3,平安期货,19,1,中信期货,4004,1,国投安信期货,4000,0
9231,TA207,2021-12-07,4,国泰君安,18,2,中辉期货,3695,0,中辉期货,3695,0
9232,TA207,2021-12-07,5,东航期货,15,9,先锋期货,700,0,先锋期货,702,0
9233,TA207,2021-12-07,6,华闻期货,14,13,中粮期货,364,0,东航期货,392,-15
9234,TA207,2021-12-07,7,宝城期货,13,13,天风期货,334,0,天风期货,251,19
9235,TA207,2021-12-07,8,长安期货,13,13,光大期货,201,0,国泰君安,171,-8
9236,TA207,2021-12-07,9,招商期货,10,8,国泰君安,88,0,长安期货,129,0
9237,TA207,2021-12-07,10,兴业期货,9,-1,南华期货,75,0,兴业期货,104,-7
9238,TA207,2021-12-07,11,东兴期货,8,8,徽商期货,58,0,国富期货,71,-2
9239,TA207,2021-12-07,12,宏源期货,8,6,华安期货,52,0,国海良时,70,10
9240,TA207,2021-12-07,13,安粮期货,6,6,长江期货,30,0,永安期货,44,4
9241,TA207,2021-12-07,14,新纪元期货,5,5,宝城期货,25,13,宏源期货,38,1
9242,TA207,2021-12-07,15,福能期货,4,0,海通期货,24,0,招商期货,37,10
9243,TA207,2021-12-07,16,海通期货,4,-4,兴业期货,21,0,西南期货,28,0
9244,TA207,2021-12-07,17,国富期货,4,3,浙商期货,21,0,新湖期货,28,0
9245,TA207,2021-12-07,18,永安期货,4,4,宏源期货,21,1,平安期货,24,-11
9246,TA207,2021-12-07,19,一德期货,3,3,方正中期,17,1,东证期货,20,0
9247,TA207,2021-12-07,20,弘业期货,2,2,永安期货,17,0,海通期货,14,4
9248,TA208,2021-12-07,1,宝城期货,13,13,上海中期,4003,0,上海中期,4000,0
9249,TA208,2021-12-07,2,长安期货,13,13,国投安信期货,3500,0,国投安信期货,3500,0
9250,TA208,2021-12-07,3,国富期货,10,5,中辉期货,3129,0,中辉期货,3115,0
9251,TA208,2021-12-07,4,平安期货,9,1,先锋期货,700,0,先锋期货,701,0
9252,TA208,2021-12-07,5,国泰君安,8,-4,国泰君安,52,0,兴业期货,48,-4
9253,TA208,2021-12-07,6,兴业期货,6,-1,方正中期,28,0,国泰君安,41,-2
9254,TA208,2021-12-07,7,华泰期货,4,-2,兴业期货,24,0,平安期货,26,-1
9255,TA208,2021-12-07,8,招商期货,4,4,银河期货,13,0,宝城期货,25,13
9256,TA208,2021-12-07,9,徽商期货,3,-3,申银万国,8,0,国富期货,17,-2
9257,TA208,2021-12-07,10,英大期货,2,0,中信期货,6,0,招商期货,11,2
9258,TA208,2021-12-07,11,中信期货,1,-1,大有期货,6,0,中信建投,10,0
9259,TA208,2021-12-07,12,福能期货,1,1,徽商期货,5,-1,银河期货,7,0
9260,TA208,2021-12-07,13,宏源期货,1,-1,美尔雅,5,0,宏源期货,5,1
9261,TA208,2021-12-07,14,海证期货,1,1,东证期货,5,0,中信期货,4,1
9262,TA208,2021-12-07,15,-,-,-,华西期货,4,0,长安期货,3,-13
