,品种/合约,日期,名次,会员简称,成交量（手）,增减量,会员简称,持买仓量,增减量,会员简称,持卖仓量,增减量
19708,MA207,2021-12-15,16,金鹏期货,1,0,浙商期货,2,0,华闻期货,2,2
19709,MA207,2021-12-15,17,安粮期货,1,0,广发期货,2,0,申银万国,1,0
19710,MA207,2021-12-15,18,宏源期货,1,1,国海良时,2,0,东吴期货,1,0
19711,MA207,2021-12-15,19,平安期货,1,-4,广州期货,2,0,宏源期货,1,-1
19712,MA207,2021-12-15,20,-,-,-,招商期货,1,-1,平安期货,1,-1
19713,MA209,2021-12-15,1,东吴期货,1004,39,中信建投,2625,7,中信建投,2622,16
19714,MA209,2021-12-15,2,中辉期货,915,797,光大期货,521,-5,东证期货,650,-197
19715,MA209,2021-12-15,3,南华期货,597,379,瑞达期货,478,2,中辉期货,610,437
19716,MA209,2021-12-15,4,国信期货,450,-93,中辉期货,478,400,海证期货,375,114
19717,MA209,2021-12-15,5,华泰期货,407,273,华泰期货,466,158,国泰君安,355,-185
19718,MA209,2021-12-15,6,华西期货,375,350,徽商期货,375,-38,上海东亚,353,-1
19719,MA209,2021-12-15,7,光大期货,372,201,上海东亚,364,1,东吴期货,349,108
19720,MA209,2021-12-15,8,徽商期货,345,-149,东吴期货,356,98,中信期货,340,13
19721,MA209,2021-12-15,9,兴证期货,330,89,国信期货,278,30,国信期货,322,68
19722,MA209,2021-12-15,10,平安期货,320,240,弘业期货,226,14,申银万国,313,53
19723,MA209,2021-12-15,11,国泰君安,282,129,美尔雅,171,-2,中财期货,248,0
19724,MA209,2021-12-15,12,财信期货,270,-186,方正中期,170,42,东海期货,229,224
19725,MA209,2021-12-15,13,海证期货,259,97,申银万国,150,20,信达期货,177,-15
19726,MA209,2021-12-15,14,东证期货,249,66,华安期货,146,29,财信期货,166,27
19727,MA209,2021-12-15,15,华安期货,243,26,国泰君安,141,-5,国贸期货,155,43
19728,MA209,2021-12-15,16,方正中期,235,45,福能期货,124,12,福能期货,146,32
19729,MA209,2021-12-15,17,东海期货,228,213,混沌天成期货,123,64,兴证期货,141,72
19730,MA209,2021-12-15,18,宏源期货,220,105,东航期货,119,6,南华期货,135,-73
19731,MA209,2021-12-15,19,中信期货,201,166,永安期货,116,15,盛达期货,134,-1
19732,MA209,2021-12-15,20,上海大陆,144,-5,金鹏期货,114,44,国海良时,127,46
19733,OI201,2021-12-15,1,海通期货,20752,-5885,中粮期货,5022,-60,中粮期货,5291,-572
19734,OI201,2021-12-15,2,银河期货,15527,-13751,中信期货,3691,-955,国投安信期货,5223,-392
19735,OI201,2021-12-15,3,中信期货,13821,78,国投安信期货,3299,-122,建信期货,3716,1306
19736,OI201,2021-12-15,4,国信期货,13357,-2249,国泰君安,3065,-323,光大期货,2439,-672
19737,OI201,2021-12-15,5,东证期货,12468,-15753,首创期货,3025,-2656,中信期货,2416,-1334
19738,OI201,2021-12-15,6,中信建投,5860,-1002,西部期货,2899,-2600,中信建投,1505,-438
19739,OI201,2021-12-15,7,东吴期货,4392,291,永安期货,2541,-373,摩根大通,1371,0
19740,OI201,2021-12-15,8,国泰君安,3400,-3047,国富期货,1961,-24,弘业期货,1328,-931
19741,OI201,2021-12-15,9,华泰期货,3327,-1323,华泰期货,1774,97,宏源期货,1199,-103
19742,OI201,2021-12-15,10,光大期货,3197,236,中天期货,1733,38,信达期货,1191,-110
19743,OI201,2021-12-15,11,首创期货,3162,852,中信建投,1590,-74,首创期货,1190,32
19744,OI201,2021-12-15,12,西部期货,2820,1323,天风期货,1396,243,国泰君安,1172,-365
19745,OI201,2021-12-15,13,中辉期货,2391,-1071,国盛期货,996,48,方正中期,1143,-335
19746,OI201,2021-12-15,14,先锋期货,2342,1543,东吴期货,960,-164,瑞达期货,1084,-98
19747,OI201,2021-12-15,15,广发期货,2111,-1125,华融融达期货,950,-190,浙商期货,993,-136
19748,OI201,2021-12-15,16,兴证期货,2100,-703,海通期货,845,-484,一德期货,985,347
19749,OI201,2021-12-15,17,中粮期货,1996,316,光大期货,806,-25,东证期货,979,-10
19750,OI201,2021-12-15,18,徽商期货,1873,-833,平安期货,749,2,上海中期,942,-227
19751,OI201,2021-12-15,19,国投安信期货,1642,-666,招商期货,647,-143,银河期货,738,-452
19752,OI201,2021-12-15,20,新湖期货,1510,-446,深圳金汇,621,0,国都期货,712,-4
19753,OI203,2021-12-15,1,海通期货,9818,2473,兴证期货,3001,-13,兴证期货,3046,-56
19754,OI203,2021-12-15,2,银河期货,8107,1482,东证期货,2008,-45,东证期货,1650,28
19755,OI203,2021-12-15,3,东证期货,6091,327,华融融达期货,1812,1,方正中期,1549,2
19756,OI203,2021-12-15,4,国信期货,4543,1742,华安期货,1056,-1,华安期货,1165,1
19757,OI203,2021-12-15,5,锦泰期货,4334,1608,中辉期货,981,-1,中辉期货,1031,18
19758,OI203,2021-12-15,6,中粮期货,3470,856,国信期货,927,-10,国富期货,894,31
19759,OI203,2021-12-15,7,方正中期,2477,-2177,东海期货,901,0,南华期货,720,-1
19760,OI203,2021-12-15,8,东吴期货,1888,952,中信期货,885,27,大有期货,625,48
19761,OI203,2021-12-15,9,国元期货,1747,596,国富期货,807,0,格林大华期货,611,5
19762,OI203,2021-12-15,10,中信期货,1678,-153,浙商期货,784,1,华融融达期货,568,-1
19763,OI203,2021-12-15,11,中信建投,1602,77,格林大华期货,607,0,国信期货,567,1
19764,OI203,2021-12-15,12,华闻期货,1602,1325,永安期货,586,-14,中信期货,561,-23
19765,OI203,2021-12-15,13,宏源期货,1588,920,方正中期,533,3,五矿期货,510,18
19766,OI203,2021-12-15,14,光大期货,1543,-270,一德期货,509,-100,华闻期货,504,3
19767,OI203,2021-12-15,15,格林大华期货,1469,-379,华闻期货,504,1,国泰君安,497,-73
19768,OI203,2021-12-15,16,浙商期货,1387,-458,五矿期货,464,19,物产中大,484,0
19769,OI203,2021-12-15,17,申银万国,1275,15,长安期货,461,0,浙江新世纪,449,0
19770,OI203,2021-12-15,18,广发期货,1059,156,国元期货,399,-19,长安期货,435,2
19771,OI203,2021-12-15,19,平安期货,750,674,中国国际,360,-1,永安期货,431,-4
19772,OI203,2021-12-15,20,国泰君安,713,-4,大有期货,357,47,新湖期货,416,-1
19773,OI205,2021-12-15,1,海通期货,149066,47190,中信期货,19655,568,海通期货,15099,2547
19774,OI205,2021-12-15,2,东证期货,81720,19689,首创期货,13550,2648,永安期货,12110,111
19775,OI205,2021-12-15,3,中信期货,65978,13660,一德期货,13310,575,中信期货,10314,826
19776,OI205,2021-12-15,4,华闻期货,51329,8514,中粮期货,11629,236,先锋期货,9164,2081
19777,OI205,2021-12-15,5,新湖期货,39961,9782,西部期货,9810,2523,信达期货,8859,86
19778,OI205,2021-12-15,6,银河期货,32611,-1128,华泰期货,9676,199,上海中期,7332,-117
19779,OI205,2021-12-15,7,光大期货,32066,5651,东证期货,8009,515,瑞达期货,7068,100
19780,OI205,2021-12-15,8,国信期货,19311,1261,银河期货,7916,1014,中信建投,6504,75
19781,OI205,2021-12-15,9,徽商期货,15966,4571,国投安信期货,7429,703,中粮期货,6394,20
19782,OI205,2021-12-15,10,华安期货,14438,3270,天风期货,5778,148,中银国际,4187,43
19783,OI205,2021-12-15,11,东吴期货,14351,4608,海通期货,5196,761,国泰君安,4083,623
19784,OI205,2021-12-15,12,国泰君安,14176,2820,中信建投,4876,75,国投安信期货,3896,-833
19785,OI205,2021-12-15,13,中信建投,11802,2090,国泰君安,4833,-167,财信期货,3654,74
19786,OI205,2021-12-15,14,兴证期货,10257,3465,中银国际,4817,71,兴证期货,3470,747
19787,OI205,2021-12-15,15,华泰期货,9877,1953,兴证期货,3469,-136,东证期货,3362,369
19788,OI205,2021-12-15,16,中银国际,9032,8277,永安期货,3168,20,安粮期货,3003,-73
19789,OI205,2021-12-15,17,方正中期,9008,2085,国富期货,2935,103,光大期货,2942,205
19790,OI205,2021-12-15,18,中辉期货,8969,1409,建信期货,2813,247,华泰期货,2745,730
19791,OI205,2021-12-15,19,平安期货,8799,3289,宏源期货,2757,399,徽商期货,2325,193
19792,OI205,2021-12-15,20,东方财富,8596,1283,华融融达期货,2227,104,中财期货,2297,-72
19793,PF201,2021-12-15,1,中信期货,24141,-6124,瑞达期货,5179,-574,国泰君安,3295,-74
19794,PF201,2021-12-15,2,东证期货,13426,-4255,上海中期,1572,-1737,中信期货,3106,-643
19795,PF201,2021-12-15,3,华闻期货,5523,-3617,华泰期货,1447,434,永安期货,2553,-231
19796,PF201,2021-12-15,4,新湖期货,5208,-353,中信期货,1321,288,国贸期货,2393,-40
19797,PF201,2021-12-15,5,华西期货,4773,-310,弘业期货,1303,-38,东证期货,1399,-740
19798,PF201,2021-12-15,6,光大期货,3574,-2329,国泰君安,1281,-38,渤海期货,1161,1
19799,PF201,2021-12-15,7,兴证期货,3449,-4222,建信期货,1087,-87,新湖期货,1147,446
19800,PF201,2021-12-15,8,海通期货,3426,-2194,国投安信期货,964,-74,国投安信期货,954,-67
19801,PF201,2021-12-15,9,上海中期,2230,1163,中辉期货,950,-24,银河期货,939,-207
19802,PF201,2021-12-15,10,徽商期货,2185,-1047,浙商期货,938,-24,浙商期货,890,-20
19803,PF201,2021-12-15,11,东吴期货,2179,-593,徽商期货,775,-493,中投天琪,886,-267
19804,PF201,2021-12-15,12,银河期货,2122,-718,国贸期货,754,-61,华泰期货,880,-145
19805,PF201,2021-12-15,13,华泰期货,2095,-1342,东吴期货,718,-110,恒力期货,812,-3
19806,PF201,2021-12-15,14,金元期货,1948,1636,东海期货,712,-68,宏源期货,775,-363
19807,PF201,2021-12-15,15,国富期货,1742,-681,招金期货,681,-16,鲁证期货,669,106
19808,PF201,2021-12-15,16,鲁证期货,1622,-1675,银河期货,605,-83,迈科期货,620,-244
19809,PF201,2021-12-15,17,华安期货,1574,-950,广发期货,602,-64,中辉期货,523,-5
19810,PF201,2021-12-15,18,国泰君安,1232,-1418,鲁证期货,576,-82,广发期货,509,31
19811,PF201,2021-12-15,19,瑞达期货,1203,-455,信达期货,548,0,天风期货,478,46
19812,PF201,2021-12-15,20,弘业期货,1055,204,大地期货,527,-22,东吴期货,476,67
19813,PF202,2021-12-15,1,长江期货,5110,-376,瑞达期货,2004,0,瑞达期货,3448,-99
19814,PF202,2021-12-15,2,五矿期货,2705,-171,招商期货,1618,22,招商期货,1591,14
19815,PF202,2021-12-15,3,恒泰期货,2586,-112,永安期货,1615,3,物产中大,1209,1
19816,PF202,2021-12-15,4,中粮期货,2514,-39,物产中大,1233,-1,弘业期货,944,0
19817,PF202,2021-12-15,5,华闻期货,2414,1359,浙商期货,792,40,浙商期货,750,0
19818,PF202,2021-12-15,6,物产中大,1918,1461,国信期货,714,-2,国信期货,703,0
19819,PF202,2021-12-15,7,格林大华期货,1536,-262,徽商期货,713,94,华安期货,628,-1
19820,PF202,2021-12-15,8,方正中期,1394,-384,华安期货,650,15,徽商期货,616,2
19821,PF202,2021-12-15,9,招商期货,1206,-314,安粮期货,604,4,安粮期货,604,3
19822,PF202,2021-12-15,10,徽商期货,1084,355,格林大华期货,560,9,格林大华期货,559,9
19823,PF202,2021-12-15,11,瑞达期货,1019,-27,五矿期货,552,-12,中财期货,528,73
19824,PF202,2021-12-15,12,永安期货,652,282,中信期货,549,58,国泰君安,525,239
19825,PF202,2021-12-15,13,兴证期货,623,-467,宝城期货,518,6,银河期货,514,97
19826,PF202,2021-12-15,14,东吴期货,479,72,恒泰期货,511,0,恒泰期货,511,0
19827,PF202,2021-12-15,15,西南期货,353,190,中财期货,455,0,宝城期货,500,0
19828,PF202,2021-12-15,16,国泰君安,341,194,华闻期货,365,8,五矿期货,425,-15
19829,PF202,2021-12-15,17,中信期货,319,-446,兴证期货,334,-5,华闻期货,365,8
19830,PF202,2021-12-15,18,银河期货,290,165,长安期货,270,0,兴证期货,329,-8
19831,PF202,2021-12-15,19,华泰期货,268,262,福能期货,235,20,华泰期货,289,259
19832,PF202,2021-12-15,20,宏源期货,150,-31,广州期货,230,0,长安期货,270,0
19833,PF203,2021-12-15,1,东吴期货,5650,2106,中投天琪,4060,300,永安期货,5030,22
19834,PF203,2021-12-15,2,长江期货,5064,-838,五矿期货,3578,0,五矿期货,3582,3
19835,PF203,2021-12-15,3,恒泰期货,3167,-122,瑞达期货,2714,-1,广发期货,2236,232
19836,PF203,2021-12-15,4,中粮期货,3011,1819,中信期货,2100,14,瑞达期货,1989,-3
19837,PF203,2021-12-15,5,五矿期货,2509,-183,长江期货,1708,-2,国贸期货,1713,0
19838,PF203,2021-12-15,6,物产中大,2306,1744,招商期货,1598,-1,长江期货,1708,-2
19839,PF203,2021-12-15,7,格林大华期货,1664,-49,永安期货,1567,64,招商期货,1611,20
19840,PF203,2021-12-15,8,招商期货,1387,-426,南华期货,1297,22,南华期货,1230,0
19841,PF203,2021-12-15,9,永安期货,1112,59,方正中期,1211,1,方正中期,1205,0
19842,PF203,2021-12-15,10,方正中期,995,83,广发期货,1071,0,国泰君安,1120,37
19843,PF203,2021-12-15,11,华闻期货,974,223,宝城期货,1017,0,宝城期货,1065,39
19844,PF203,2021-12-15,12,瑞达期货,822,-109,国信期货,764,0,弘业期货,708,-20
19845,PF203,2021-12-15,13,中信期货,806,-1,恒泰期货,749,1,国信期货,701,-1
19846,PF203,2021-12-15,14,广发期货,794,-627,格林大华期货,553,-5,恒泰期货,617,0
19847,PF203,2021-12-15,15,兴证期货,755,-212,中财期货,456,0,华安期货,607,0
19848,PF203,2021-12-15,16,浙商期货,567,53,浙商期货,451,96,格林大华期货,553,-5
19849,PF203,2021-12-15,17,徽商期货,515,-141,美尔雅,421,16,中财期货,486,12
19850,PF203,2021-12-15,18,中信建投,399,30,建信期货,404,26,美尔雅,426,3
19851,PF203,2021-12-15,19,西南期货,373,203,华安期货,389,3,兴证期货,393,-3
19852,PF203,2021-12-15,20,平安期货,367,15,广州期货,370,20,广州期货,350,0
19853,PF205,2021-12-15,1,中信期货,14869,-295,华泰期货,5279,408,中信期货,9594,396
19854,PF205,2021-12-15,2,东证期货,10371,-367,永安期货,4658,312,国贸期货,7992,-90
19855,PF205,2021-12-15,3,东吴期货,8144,1974,中信期货,4582,527,瑞达期货,5919,-302
19856,PF205,2021-12-15,4,徽商期货,6016,191,大地期货,3217,-32,宝城期货,5605,-626
19857,PF205,2021-12-15,5,华闻期货,3240,102,国泰君安,2751,199,银河期货,4974,506
19858,PF205,2021-12-15,6,华安期货,3085,-281,新湖期货,2255,255,永安期货,4816,424
19859,PF205,2021-12-15,7,华泰期货,2672,-1778,中信建投,2217,416,中投天琪,4734,439
19860,PF205,2021-12-15,8,国泰君安,2651,30,银河期货,2215,123,国泰君安,3887,478
19861,PF205,2021-12-15,9,金元期货,2638,2582,广发期货,2158,404,华泰期货,3616,244
19862,PF205,2021-12-15,10,国信期货,2600,-297,山金期货,2103,23,东证期货,2832,-83
19863,PF205,2021-12-15,11,新湖期货,2520,193,国贸期货,2091,112,弘业期货,2491,-451
19864,PF205,2021-12-15,12,银河期货,2297,-1,徽商期货,2090,615,广发期货,1901,28
19865,PF205,2021-12-15,13,中信建投,2185,1035,方正中期,1763,269,中辉期货,1834,-13
19866,PF205,2021-12-15,14,上海中期,1873,1428,东证期货,1613,268,宏源期货,1426,580
19867,PF205,2021-12-15,15,弘业期货,1818,-923,弘业期货,1532,-377,申银万国,1177,-181
19868,PF205,2021-12-15,16,方正中期,1774,-467,鲁证期货,1524,104,鲁证期货,1160,-32
19869,PF205,2021-12-15,17,混沌天成期货,1767,1658,中国国际,1415,47,新湖期货,1135,105
19870,PF205,2021-12-15,18,永安期货,1752,-512,海通期货,1389,208,金元期货,1129,1068
19871,PF205,2021-12-15,19,国投安信期货,1644,-549,中辉期货,1376,2,国投安信期货,994,5
19872,PF205,2021-12-15,20,广发期货,1584,-824,瑞达期货,1297,-26,上海中期,805,359
19873,PK201,2021-12-15,1,中信期货,11550,-8223,中粮期货,3930,-126,一德期货,4826,-837
19874,PK201,2021-12-15,2,东证期货,7704,-4751,方正中期,2527,-1701,浙商期货,2692,-549
19875,PK201,2021-12-15,3,美尔雅,3202,-237,东方财富,1953,-193,中财期货,2627,218
19876,PK201,2021-12-15,4,华闻期货,2973,-2094,中信建投,1873,-309,国泰君安,2266,-620
19877,PK201,2021-12-15,5,方正中期,2457,-263,徽商期货,1862,-337,中信期货,2064,-190
19878,PK201,2021-12-15,6,光大期货,2147,-3894,东海期货,1792,-12,长安期货,2063,-630
19879,PK201,2021-12-15,7,新湖期货,1968,-2343,中信期货,1503,-408,中粮期货,2020,-196
19880,PK201,2021-12-15,8,银河期货,1907,-2140,国泰君安,1501,-92,中融汇信,1987,246
19881,PK201,2021-12-15,9,国泰君安,1840,-3868,光大期货,1483,-120,鲁证期货,1935,82
19882,PK201,2021-12-15,10,长安期货,1828,164,银河期货,1465,-239,美尔雅,1799,-919
19883,PK201,2021-12-15,11,徽商期货,1822,-2939,申银万国,1377,-62,中州期货,1536,-802
19884,PK201,2021-12-15,12,山金期货,1659,1314,永安期货,1299,-171,东吴期货,1497,-63
19885,PK201,2021-12-15,13,东方财富,1642,-1025,兴证期货,1163,-234,海证期货,1387,294
19886,PK201,2021-12-15,14,国联期货,1582,800,国信期货,1140,-193,银河期货,1375,-596
19887,PK201,2021-12-15,15,海通期货,1414,-2882,广发期货,1053,-237,首创期货,1291,576
19888,PK201,2021-12-15,16,华安期货,1371,-704,东吴期货,1041,-73,永安期货,1230,-104
19889,PK201,2021-12-15,17,中信建投,1327,-1269,华安期货,1010,-103,平安期货,1111,171
19890,PK201,2021-12-15,18,浙商期货,1284,62,平安期货,940,-70,广州期货,1044,88
19891,PK201,2021-12-15,19,华泰期货,1202,-895,福能期货,925,-18,国投安信期货,897,324
19892,PK201,2021-12-15,20,国富期货,1146,597,华泰期货,883,-161,申银万国,878,-155
19893,PK204,2021-12-15,1,中信期货,6926,890,中信建投,5436,227,美尔雅,6998,-680
19894,PK204,2021-12-15,2,华闻期货,4770,1210,方正中期,5089,595,浙商期货,5875,-509
19895,PK204,2021-12-15,3,东证期货,4284,272,徽商期货,4306,464,天风期货,5721,746
19896,PK204,2021-12-15,4,徽商期货,3941,-265,银河期货,3751,-37,银河期货,4719,-611
19897,PK204,2021-12-15,5,方正中期,3562,598,东海期货,3663,-323,中粮期货,4164,425
19898,PK204,2021-12-15,6,海通期货,3290,346,中粮期货,3576,-16,中融汇信,3932,55
19899,PK204,2021-12-15,7,光大期货,3108,-183,中信期货,3454,438,一德期货,3589,272
19900,PK204,2021-12-15,8,银河期货,2904,-23,永安期货,2990,-17,永安期货,3545,207
19901,PK204,2021-12-15,9,国泰君安,2857,-1394,国泰君安,2927,88,金鹏期货,3465,622
19902,PK204,2021-12-15,10,华安期货,2781,647,广发期货,2802,1260,中信期货,3159,862
19903,PK204,2021-12-15,11,华泰期货,2730,763,东方财富,2426,102,新湖期货,3103,207
19904,PK204,2021-12-15,12,天风期货,2626,2495,宏源期货,2331,22,国泰君安,2991,229
19905,PK204,2021-12-15,13,中粮期货,2591,1503,安粮期货,2261,156,东证期货,2922,222
19906,PK204,2021-12-15,14,鲁证期货,2439,202,华泰期货,2242,72,鲁证期货,2794,194
19907,PK204,2021-12-15,15,安粮期货,2288,980,国信期货,2181,385,华鑫期货,2713,659
19908,PK204,2021-12-15,16,国海良时,2266,783,华安期货,1979,179,创元期货,2632,303
19909,PK204,2021-12-15,17,永安期货,2174,370,光大期货,1944,101,国海良时,2193,483
19910,PK204,2021-12-15,18,浙商期货,2158,775,弘业期货,1927,1092,广州期货,2001,35
19911,PK204,2021-12-15,19,招金期货,2072,1463,长江期货,1876,332,宏源期货,1975,266
19912,PK204,2021-12-15,20,新湖期货,2048,718,新湖期货,1739,455,光大期货,1880,439
19913,PM201,2021-12-15,1,-,-,-,中财期货,1,0,徽商期货,1,0
19914,RM201,2021-12-15,1,东证期货,176582,38432,国泰君安,6899,-266,国泰君安,12514,1037
19915,RM201,2021-12-15,2,中信期货,113449,3994,中信期货,6477,563,东方财富,8103,3600
19916,RM201,2021-12-15,3,海通期货,103667,-66490,方正中期,5717,225,国投安信期货,7164,-4522
19917,RM201,2021-12-15,4,国泰君安,101297,28204,海通期货,4820,1362,中粮期货,6058,-5629
19918,RM201,2021-12-15,5,光大期货,56390,9459,华泰期货,4521,830,徽商期货,5539,107
19919,RM201,2021-12-15,6,徽商期货,49028,25470,美尔雅,4300,-365,中信期货,4443,-488
19920,RM201,2021-12-15,7,东方财富,47893,22078,恒泰期货,3864,145,光大期货,4099,505
19921,RM201,2021-12-15,8,华西期货,36196,12865,平安期货,3730,619,一德期货,3639,-1398
19922,RM201,2021-12-15,9,新湖期货,34300,211,创元期货,3599,-3069,平安期货,3374,900
19923,RM201,2021-12-15,10,方正中期,32501,20120,东证期货,3552,-1293,银河期货,3256,172
19924,RM201,2021-12-15,11,东吴期货,31136,8707,中粮期货,3205,-959,东证期货,2923,515
19925,RM201,2021-12-15,12,华泰期货,30428,8268,南华期货,3203,-1453,首创期货,2855,29
19926,RM201,2021-12-15,13,华闻期货,25823,13021,招商期货,2676,132,方正中期,2805,442
19927,RM201,2021-12-15,14,华安期货,25459,12195,中融汇信,2565,-72,华安期货,2767,-180
19928,RM201,2021-12-15,15,国信期货,24214,-2540,银河期货,2561,-1192,华泰期货,2682,-40
19929,RM201,2021-12-15,16,中信建投,21276,11216,鲁证期货,2551,170,天风期货,2531,-2160
19930,RM201,2021-12-15,17,国投安信期货,19948,12577,瑞达期货,2477,-162,国元期货,2174,313
19931,RM201,2021-12-15,18,平安期货,18945,8421,中投天琪,2171,676,申银万国,2161,263
19932,RM201,2021-12-15,19,冠通期货,18593,-2934,华融融达期货,2044,319,永安期货,1775,-171
19933,RM201,2021-12-15,20,银河期货,18330,634,中电投先融,2038,21,中州期货,1627,-3
19934,RM203,2021-12-15,1,海通期货,23060,7532,华西期货,9000,0,华西期货,9010,2
19935,RM203,2021-12-15,2,国信期货,21320,4511,中粮期货,6940,2326,中粮期货,6057,675
19936,RM203,2021-12-15,3,东证期货,16044,-1734,美尔雅,5326,2540,安粮期货,5723,-285
19937,RM203,2021-12-15,4,银河期货,13521,-14228,五矿期货,2699,-99,浙商期货,4034,-186
19938,RM203,2021-12-15,5,中粮期货,12353,2753,中辉期货,2538,-25,五矿期货,2635,-109
19939,RM203,2021-12-15,6,国投安信期货,11356,-926,鲁证期货,2306,470,中辉期货,2448,11
19940,RM203,2021-12-15,7,浙商期货,9714,-4698,东证期货,2076,927,鲁证期货,2316,1061
19941,RM203,2021-12-15,8,中信期货,7970,483,浙商期货,2048,2,徽商期货,2302,90
19942,RM203,2021-12-15,9,美尔雅,7000,4247,徽商期货,1847,-154,华安期货,2198,32
19943,RM203,2021-12-15,10,新湖期货,5985,-490,华安期货,1760,-49,美尔雅,2092,46
19944,RM203,2021-12-15,11,中信建投,5919,148,国海良时,1699,-8,国元期货,1762,267
19945,RM203,2021-12-15,12,国泰君安,5644,2240,华闻期货,1583,23,华闻期货,1546,24
19946,RM203,2021-12-15,13,锦泰期货,5583,-2990,国富期货,1529,267,国海良时,1524,-5
19947,RM203,2021-12-15,14,兴证期货,4631,1672,南华期货,1516,-777,国投安信期货,1505,67
19948,RM203,2021-12-15,15,五矿期货,3904,-349,东吴期货,1273,-17,宏源期货,1356,39
19949,RM203,2021-12-15,16,永安期货,3817,10,中国国际,1207,1,中国国际,1254,-20
19950,RM203,2021-12-15,17,国海良时,3817,-287,建信期货,1181,-224,永安期货,1252,193
19951,RM203,2021-12-15,18,中天期货,3580,1094,国投安信期货,1161,29,东吴期货,1234,177
19952,RM203,2021-12-15,19,国富期货,3505,198,永安期货,1114,18,国富期货,1222,120
19953,RM203,2021-12-15,20,创元期货,3376,2524,东兴期货,1103,49,中信期货,1109,154
19954,RM205,2021-12-15,1,海通期货,265202,179078,中信期货,38373,6056,上海中期,28109,1059
19955,RM205,2021-12-15,2,东证期货,199989,90249,东证期货,38226,9447,中粮期货,25992,1989
19956,RM205,2021-12-15,3,中信期货,111612,62892,国泰君安,17008,915,永安期货,22889,4180
19957,RM205,2021-12-15,4,华西期货,93917,62441,华泰期货,16789,2976,国投安信期货,15969,177
19958,RM205,2021-12-15,5,国泰君安,91737,25140,浙商期货,16273,-2166,国泰君安,15525,4738
19959,RM205,2021-12-15,6,冠通期货,59457,54594,海通期货,15927,9487,徽商期货,15508,2450
19960,RM205,2021-12-15,7,光大期货,58462,11006,宏源期货,15496,7183,中信期货,12379,2240
19961,RM205,2021-12-15,8,徽商期货,43060,14344,首创期货,12757,24,申银万国,11642,1132
19962,RM205,2021-12-15,9,华安期货,35518,9586,国投安信期货,11171,3080,光大期货,11337,2357
19963,RM205,2021-12-15,10,华闻期货,35502,17994,瑞达期货,11111,4511,兴证期货,10955,561
19964,RM205,2021-12-15,11,华泰期货,33138,14603,银河期货,9849,1315,海通期货,9434,-2435
19965,RM205,2021-12-15,12,申银万国,29293,14890,中粮期货,8811,-1954,中投天琪,8528,2257
19966,RM205,2021-12-15,13,东方财富,28716,10458,申银万国,8737,2391,方正中期,8289,2700
19967,RM205,2021-12-15,14,中信建投,26939,9894,光大期货,7446,1207,银河期货,8162,1666
19968,RM205,2021-12-15,15,国富期货,25088,6508,平安期货,6771,193,东证期货,8029,-200
19969,RM205,2021-12-15,16,东吴期货,24229,3259,东吴期货,6519,1200,华泰期货,7917,1532
19970,RM205,2021-12-15,17,中粮期货,23299,8682,美尔雅,6165,-229,弘业期货,7601,1503
19971,RM205,2021-12-15,18,银河期货,22351,-3901,永安期货,6113,996,中辉期货,7539,684
19972,RM205,2021-12-15,19,平安期货,22127,6219,中投天琪,5835,948,一德期货,6733,3039
19973,RM205,2021-12-15,20,宏源期货,21680,12363,南华期货,5425,490,海证期货,6692,2406
19974,RM209,2021-12-15,1,华西期货,5136,5127,永安期货,2437,178,中粮期货,4733,17
19975,RM209,2021-12-15,2,兴证期货,3337,1900,中信期货,2415,-42,浙商期货,3346,30
19976,RM209,2021-12-15,3,东证期货,2219,2129,首创期货,1726,21,中钢期货,2050,0
19977,RM209,2021-12-15,4,五矿期货,2208,1912,安粮期货,1450,1050,徽商期货,1957,52
19978,RM209,2021-12-15,5,华闻期货,2136,1444,华安期货,1231,-9,建信期货,1796,600
19979,RM209,2021-12-15,6,中信建投,2079,770,东证期货,1183,864,海通期货,1294,-5
19980,RM209,2021-12-15,7,申银万国,2048,1770,中信建投,1105,-90,财信期货,1212,-12
19981,RM209,2021-12-15,8,国信期货,1716,-785,国富期货,1019,486,海证期货,1122,1048
19982,RM209,2021-12-15,9,华安期货,1601,804,南华期货,1005,-2,东吴期货,990,40
19983,RM209,2021-12-15,10,创元期货,1591,-4,宏源期货,939,512,中信建投,867,-193
19984,RM209,2021-12-15,11,徽商期货,1465,558,方正中期,878,50,先锋期货,717,13
19985,RM209,2021-12-15,12,安粮期货,1336,1152,摩根大通,817,150,西部期货,624,515
19986,RM209,2021-12-15,13,平安期货,1317,755,徽商期货,764,-199,弘业期货,576,10
19987,RM209,2021-12-15,14,海证期货,1285,1179,中州期货,642,604,方正中期,543,22
19988,RM209,2021-12-15,15,方正中期,1160,1023,美尔雅,599,156,一德期货,436,-49
19989,RM209,2021-12-15,16,南华期货,1152,1144,大地期货,504,500,中国国际,435,23
19990,RM209,2021-12-15,17,国富期货,1144,544,申银万国,497,31,国投安信期货,431,0
19991,RM209,2021-12-15,18,宏源期货,1097,578,国投安信期货,490,176,上海中期,383,-14
19992,RM209,2021-12-15,19,东吴期货,1092,405,银河期货,488,104,平安期货,323,207
19993,RM209,2021-12-15,20,中州期货,822,607,弘业期货,466,-55,盛达期货,315,301
19994,RS207,2021-12-15,1,-,-,-,海通期货,1,0,永安期货,1,0
